# GENERATED by match.py. DO NOT EDIT BY HAND.
# generated = 2026-09-18T00:31:55Z
# Match Rate version = 1.0
# formula = M1 (D87), docs/formula.md 'Match Rate'; primary reference = skeletal_muscle_protein_with_non_protein_metabolite_pools
# input.config = config/match_rate.ini sha256 f1fe894b4ab9a9876bbb4b1fcbad73a45f4c6211ee9718d272dea6f658ca24bf
# input.symbols = data/iupac/amino_acid_symbols.ini sha256 380d3d047c0f67df507df76a4cdd51f1b7fcde30ce050c7975b947884f8a8f0e
# input.usda_foods = outputs/usda/amino_acids_per_food.tsv sha256 0b87709521d9e1981f81fb860bb25c1b6fb9979429e05b4b8f0d7888b97eb9fd
# input.other_sources = config/food_amino_acids_other_sources.csv sha256 c75262d6098376c55d0f4bf38e176c5793357d28d24958ab394813c26ddb6696
# input.reference.skeletal_muscle_protein_with_non_protein_metabolite_pools = outputs/standard/_calculated_amino_acid_standard_with_non_protein_metabolite_pools.tsv sha256 f48850b2561c26f0cbae16c083ddae4b9cbe4423614ed49d3aea788416df734d
# input.reference.skeletal_muscle_protein = outputs/standard/_calculated_amino_acid_standard.tsv sha256 1a05f217b72d59f38a89b7bac674ce7e2dc7c1aa11e5eaadf4860ccd4af70b5a
# input.reference.gorissen_2018_human_muscle = config/gorissen_2018_comparison.ini sha256 8fe77d578b408361750c0a2e67c2a657c5af42e934c3f731b09659908074a701
# input.scored_set.fao_2013_indispensable = config/fao_2013_indispensable_amino_acids.ini sha256 ab2eccf9d1dbc559e0fa37a8d214b388ed65e04a062c85d2a7167d1b8e113644
# reference.skeletal_muscle_protein_with_non_protein_metabolite_pools = skeletal muscle protein + non-protein metabolite pools (carnosine), fiber-type mix | outputs/standard/_calculated_amino_acid_standard_with_non_protein_metabolite_pools.tsv column standard_with_non_protein_metabolite_pools | scored set fao_2013_indispensable (HILKMFTWV) | values: H 2.5676, I 5.4316, L 8.4, K 9.4417, M 2.6557, F 4.0278, T 5.0653, W 1.541, V 5.9265
# reference.skeletal_muscle_protein = skeletal muscle protein (protein only), fiber-type mix | outputs/standard/_calculated_amino_acid_standard.tsv column standard | scored set fao_2013_indispensable (HILKMFTWV) | values: H 2.2267, I 5.4506, L 8.4293, K 9.4748, M 2.6649, F 4.0419, T 5.0831, W 1.5464, V 5.9473
# reference.gorissen_2018_human_muscle = Gorissen et al. 2018, Table 1, human muscle, g per 100 g raw material (the original Match Rate reference) | config/gorissen_2018_comparison.ini [values.human_muscle] | scored set gorissen_2018_essential (TMFHKVIL) | values: T 2.9, M 1.7, F 3.8, H 2.8, K 6.6, V 4.3, I 3.4, L 6.3
# food x reference pairs the formula could not score, with the reason (M3)
source	source_detail	food_id	description	reference	reason
usda	sr_legacy_food 2018-04	171011	Shortening, household, soybean (partially hydrogenated)-cottonseed (partially hydrogenated)	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171011	Shortening, household, soybean (partially hydrogenated)-cottonseed (partially hydrogenated)	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171011	Shortening, household, soybean (partially hydrogenated)-cottonseed (partially hydrogenated)	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171012	Oil, soybean, salad or cooking, (partially hydrogenated)	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171012	Oil, soybean, salad or cooking, (partially hydrogenated)	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171012	Oil, soybean, salad or cooking, (partially hydrogenated)	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171013	Oil, rice bran	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171013	Oil, rice bran	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171013	Oil, rice bran	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171014	Oil, wheat germ	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171014	Oil, wheat germ	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171014	Oil, wheat germ	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171015	Oil, palm	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171015	Oil, palm	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171015	Oil, palm	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171016	Oil, sesame, salad or cooking	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171016	Oil, sesame, salad or cooking	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171016	Oil, sesame, salad or cooking	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171017	Oil, sunflower, linoleic (less than 60%)	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171017	Oil, sunflower, linoleic (less than 60%)	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171017	Oil, sunflower, linoleic (less than 60%)	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171024	Oil, cottonseed, salad or cooking	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171024	Oil, cottonseed, salad or cooking	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171024	Oil, cottonseed, salad or cooking	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171025	Oil, sunflower, linoleic, (approx. 65%)	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171025	Oil, sunflower, linoleic, (approx. 65%)	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171025	Oil, sunflower, linoleic, (approx. 65%)	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171026	Oil, safflower, salad or cooking, linoleic, (over 70%)	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171026	Oil, safflower, salad or cooking, linoleic, (over 70%)	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171026	Oil, safflower, salad or cooking, linoleic, (over 70%)	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171027	Oil, safflower, salad or cooking, high oleic (primary safflower oil of commerce)	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171027	Oil, safflower, salad or cooking, high oleic (primary safflower oil of commerce)	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171027	Oil, safflower, salad or cooking, high oleic (primary safflower oil of commerce)	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171028	Oil, grapeseed	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171028	Oil, grapeseed	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171028	Oil, grapeseed	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171029	Oil, corn, industrial and retail, all purpose salad or cooking	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171029	Oil, corn, industrial and retail, all purpose salad or cooking	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171029	Oil, corn, industrial and retail, all purpose salad or cooking	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171030	Oil, walnut	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171030	Oil, walnut	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171030	Oil, walnut	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171031	Oil, almond	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171031	Oil, almond	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171031	Oil, almond	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171032	Oil, apricot kernel	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171032	Oil, apricot kernel	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171032	Oil, apricot kernel	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171374	Babyfood, dessert, fruit pudding, orange, strained	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report W
usda	sr_legacy_food 2018-04	171374	Babyfood, dessert, fruit pudding, orange, strained	skeletal_muscle_protein	food does not report W
usda	sr_legacy_food 2018-04	171379	Babyfood, dessert, custard pudding, vanilla, strained	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report W
usda	sr_legacy_food 2018-04	171379	Babyfood, dessert, custard pudding, vanilla, strained	skeletal_muscle_protein	food does not report W
usda	sr_legacy_food 2018-04	171400	Fat, beef tallow	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171400	Fat, beef tallow	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171400	Fat, beef tallow	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171401	Lard	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171401	Lard	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171401	Lard	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171402	Salad dressing, thousand island, commercial, regular	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171402	Salad dressing, thousand island, commercial, regular	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171402	Salad dressing, thousand island, commercial, regular	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171406	Salad dressing, mayonnaise, imitation, soybean	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171406	Salad dressing, mayonnaise, imitation, soybean	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171406	Salad dressing, mayonnaise, imitation, soybean	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171408	Salad dressing, mayonnaise, imitation, soybean without cholesterol	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171408	Salad dressing, mayonnaise, imitation, soybean without cholesterol	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171408	Salad dressing, mayonnaise, imitation, soybean without cholesterol	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171410	Oil, peanut, salad or cooking	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171410	Oil, peanut, salad or cooking	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171410	Oil, peanut, salad or cooking	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171411	Oil, soybean, salad or cooking	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171411	Oil, soybean, salad or cooking	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171411	Oil, soybean, salad or cooking	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171412	Oil, coconut	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171412	Oil, coconut	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171412	Oil, coconut	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171413	Oil, olive, salad or cooking	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171413	Oil, olive, salad or cooking	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171413	Oil, olive, salad or cooking	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171416	Salad dressing, french, home recipe	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171416	Salad dressing, french, home recipe	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171416	Salad dressing, french, home recipe	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171417	Salad dressing, home recipe, vinegar and oil	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171417	Salad dressing, home recipe, vinegar and oil	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171417	Salad dressing, home recipe, vinegar and oil	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171421	Oil, cocoa butter	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171421	Oil, cocoa butter	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171421	Oil, cocoa butter	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171422	Vegetable oil, palm kernel	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171422	Vegetable oil, palm kernel	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171422	Vegetable oil, palm kernel	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171423	Oil, poppyseed	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171423	Oil, poppyseed	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171423	Oil, poppyseed	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171424	Oil, tomatoseed	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171424	Oil, tomatoseed	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171424	Oil, tomatoseed	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171425	Oil, teaseed	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171425	Oil, teaseed	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171425	Oil, teaseed	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171427	Oil, hazelnut	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171427	Oil, hazelnut	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171427	Oil, hazelnut	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171428	Oil, babassu	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171428	Oil, babassu	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171428	Oil, babassu	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171429	Oil, sheanut	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171429	Oil, sheanut	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171429	Oil, sheanut	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171714	Breadfruit, raw	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report H, W
usda	sr_legacy_food 2018-04	171714	Breadfruit, raw	skeletal_muscle_protein	food does not report H, W
usda	sr_legacy_food 2018-04	171714	Breadfruit, raw	gorissen_2018_human_muscle	food does not report H
usda	sr_legacy_food 2018-04	171725	Custard-apple, (bullock's-heart), raw	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report H, I, L, F, T, V
usda	sr_legacy_food 2018-04	171725	Custard-apple, (bullock's-heart), raw	skeletal_muscle_protein	food does not report H, I, L, F, T, V
usda	sr_legacy_food 2018-04	171725	Custard-apple, (bullock's-heart), raw	gorissen_2018_human_muscle	food does not report T, F, H, V, I, L
usda	sr_legacy_food 2018-04	171869	Beverages, carbonated, tonic water	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171869	Beverages, carbonated, tonic water	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171869	Beverages, carbonated, tonic water	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171904	Cranberry juice cocktail, bottled, low calorie, with calcium, saccharin and corn sweetener	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171904	Cranberry juice cocktail, bottled, low calorie, with calcium, saccharin and corn sweetener	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171904	Cranberry juice cocktail, bottled, low calorie, with calcium, saccharin and corn sweetener	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171919	Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 86 proof	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171919	Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 86 proof	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171919	Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 86 proof	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171920	Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 90 proof	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171920	Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 90 proof	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171920	Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 90 proof	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	171977	Mollusks, clam, mixed species, canned, liquid	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report M, W
usda	sr_legacy_food 2018-04	171977	Mollusks, clam, mixed species, canned, liquid	skeletal_muscle_protein	food does not report M, W
usda	sr_legacy_food 2018-04	171977	Mollusks, clam, mixed species, canned, liquid	gorissen_2018_human_muscle	food does not report M
usda	sr_legacy_food 2018-04	172031	Fast foods, biscuit, with sausage	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report F
usda	sr_legacy_food 2018-04	172031	Fast foods, biscuit, with sausage	skeletal_muscle_protein	food does not report F
usda	sr_legacy_food 2018-04	172031	Fast foods, biscuit, with sausage	gorissen_2018_human_muscle	food does not report F
usda	sr_legacy_food 2018-04	172098	Chili, no beans, canned entree	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report W
usda	sr_legacy_food 2018-04	172098	Chili, no beans, canned entree	skeletal_muscle_protein	food does not report W
usda	sr_legacy_food 2018-04	172327	Shortening, household, lard and vegetable oil	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172327	Shortening, household, lard and vegetable oil	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172327	Shortening, household, lard and vegetable oil	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172328	Oil, sunflower, linoleic, (partially hydrogenated)	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172328	Oil, sunflower, linoleic, (partially hydrogenated)	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172328	Oil, sunflower, linoleic, (partially hydrogenated)	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172329	Shortening bread, soybean (hydrogenated) and cottonseed	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172329	Shortening bread, soybean (hydrogenated) and cottonseed	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172329	Shortening bread, soybean (hydrogenated) and cottonseed	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172330	Shortening cake mix, soybean (hydrogenated) and cottonseed (hydrogenated)	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172330	Shortening cake mix, soybean (hydrogenated) and cottonseed (hydrogenated)	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172330	Shortening cake mix, soybean (hydrogenated) and cottonseed (hydrogenated)	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172331	Shortening frying (heavy duty), palm (hydrogenated)	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172331	Shortening frying (heavy duty), palm (hydrogenated)	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172331	Shortening frying (heavy duty), palm (hydrogenated)	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172332	Shortening household soybean (hydrogenated) and palm	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172332	Shortening household soybean (hydrogenated) and palm	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172332	Shortening household soybean (hydrogenated) and palm	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172333	Shortening frying (heavy duty), soybean (hydrogenated), linoleic (less than 1%)	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172333	Shortening frying (heavy duty), soybean (hydrogenated), linoleic (less than 1%)	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172333	Shortening frying (heavy duty), soybean (hydrogenated), linoleic (less than 1%)	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172334	Shortening, confectionery, fractionated palm	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172334	Shortening, confectionery, fractionated palm	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172334	Shortening, confectionery, fractionated palm	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172335	Oil, nutmeg butter	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172335	Oil, nutmeg butter	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172335	Oil, nutmeg butter	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172361	Oil, industrial, soy (partially hydrogenated), multiuse for non-dairy butter flavor	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172361	Oil, industrial, soy (partially hydrogenated), multiuse for non-dairy butter flavor	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172361	Oil, industrial, soy (partially hydrogenated), multiuse for non-dairy butter flavor	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172362	Oil, industrial, soy ( partially hydrogenated), all purpose	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172362	Oil, industrial, soy ( partially hydrogenated), all purpose	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172362	Oil, industrial, soy ( partially hydrogenated), all purpose	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172363	Oil, industrial, soy (partially hydrogenated ) and soy (winterized), pourable clear fry	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172363	Oil, industrial, soy (partially hydrogenated ) and soy (winterized), pourable clear fry	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172363	Oil, industrial, soy (partially hydrogenated ) and soy (winterized), pourable clear fry	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172364	Oil, industrial, soy (partially hydrogenated)  and cottonseed, principal use as a tortilla shortening	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172364	Oil, industrial, soy (partially hydrogenated)  and cottonseed, principal use as a tortilla shortening	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172364	Oil, industrial, soy (partially hydrogenated)  and cottonseed, principal use as a tortilla shortening	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172365	Oil, industrial, coconut, confection fat, typical basis for ice cream coatings	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172365	Oil, industrial, coconut, confection fat, typical basis for ice cream coatings	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172365	Oil, industrial, coconut, confection fat, typical basis for ice cream coatings	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172366	Oil, industrial, palm kernel (hydrogenated) , used for whipped toppings, non-dairy	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172366	Oil, industrial, palm kernel (hydrogenated) , used for whipped toppings, non-dairy	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172366	Oil, industrial, palm kernel (hydrogenated) , used for whipped toppings, non-dairy	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172367	Oil, industrial, coconut (hydrogenated), used for whipped toppings and coffee whiteners	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172367	Oil, industrial, coconut (hydrogenated), used for whipped toppings and coffee whiteners	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172367	Oil, industrial, coconut (hydrogenated), used for whipped toppings and coffee whiteners	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172368	Oil, industrial, palm and palm kernel, filling fat (non-hydrogenated)	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
