# GENERATED by match.py. DO NOT EDIT BY HAND.
# generated = 2026-09-19T23:42:11Z
# Match Rate version = 1.0
# formula = M1 (D87), docs/formula.md 'Match Rate'; summary reference (match_rate_per_food.tsv) = skeletal_muscle_with_non_protein_metabolite_pools_and_blood; comparison baseline (the difference_pp_ columns) = skeletal_muscle_protein_with_non_protein_metabolite_pools
# input.config = config/match_rate.ini sha256 dc32c3899d5f0e94b959078229918a31ba0b916cf102f4e4afa73484433c83e8
# input.symbols = data/iupac/amino_acid_symbols.ini sha256 380d3d047c0f67df507df76a4cdd51f1b7fcde30ce050c7975b947884f8a8f0e
# input.usda_foods = outputs/usda/amino_acids_per_food.tsv sha256 117997e6b1b2a0c203f836446d48add4054dce7e7bc4182ff2d114475a7c586f
# input.other_sources = config/food_amino_acids_other_sources.csv sha256 c75262d6098376c55d0f4bf38e176c5793357d28d24958ab394813c26ddb6696
# input.reference.skeletal_muscle_protein_with_non_protein_metabolite_pools = outputs/standard/_calculated_amino_acid_standard_with_non_protein_metabolite_pools.tsv sha256 72b632ff1fece7b2572df3e7d72461adb2a4c04d42b17026b0ea61535330f754
# input.reference.skeletal_muscle_protein = outputs/standard/_calculated_amino_acid_standard.tsv sha256 5402bda41426d17f189ea99d5091f763b37ad99fd6528a65f7f08a1d7065f27f
# input.reference.gorissen_2018_human_muscle = config/gorissen_2018_comparison.ini sha256 8fe77d578b408361750c0a2e67c2a657c5af42e934c3f731b09659908074a701
# input.reference.blood = outputs/blood/standard/_calculated_amino_acid_standard.tsv sha256 de970880e11d08ce8878eccce2cfb07e165a0eb7f9b01720f196542b7469daab
# input.reference.skeletal_muscle_with_non_protein_metabolite_pools_and_blood = outputs/composite/_calculated_amino_acid_standard_composite.tsv sha256 85a2b165e9a85a46b868b603eeae6f30c8a5b2ccd61683fdfa9553abf1579997
# input.scored_set.fao_2013_indispensable = config/fao_2013_indispensable_amino_acids.ini sha256 ab2eccf9d1dbc559e0fa37a8d214b388ed65e04a062c85d2a7167d1b8e113644
# reference.skeletal_muscle_protein_with_non_protein_metabolite_pools = skeletal muscle protein + non-protein metabolite pools (carnosine), fiber-type mix | outputs/standard/_calculated_amino_acid_standard_with_non_protein_metabolite_pools.tsv column standard_with_non_protein_metabolite_pools | scored set fao_2013_indispensable (HILKMFTWV) | values: H 2.5676, I 5.4316, L 8.4, K 9.4417, M 2.6557, F 4.0278, T 5.0653, W 1.541, V 5.9265
# reference.skeletal_muscle_protein = skeletal muscle protein (protein only), fiber-type mix | outputs/standard/_calculated_amino_acid_standard.tsv column standard | scored set fao_2013_indispensable (HILKMFTWV) | values: H 2.2267, I 5.4506, L 8.4293, K 9.4748, M 2.6649, F 4.0419, T 5.0831, W 1.5464, V 5.9473
# reference.gorissen_2018_human_muscle = Gorissen et al. 2018, Table 1, human muscle, g per 100 g raw material (the original Match Rate reference) | config/gorissen_2018_comparison.ini [values.human_muscle] | scored set gorissen_2018_essential (TMFHKVIL) | values: T 2.9, M 1.7, F 3.8, H 2.8, K 6.6, V 4.3, I 3.4, L 6.3
# reference.blood = blood: plasma + erythrocytes at the base split (haemoglobin share as measured), reference male | outputs/blood/standard/_calculated_amino_acid_standard.tsv column standard | scored set fao_2013_indispensable (HILKMFTWV) | values: H 5.41114, I 2.34354, L 11.308, K 8.29135, M 1.63704, F 6.03455, T 5.04357, W 1.91394, V 8.187
# reference.skeletal_muscle_with_non_protein_metabolite_pools_and_blood = skeletal muscle protein + non-protein metabolite pools (carnosine) and blood, mixed by protein mass (Layer C), reference male | outputs/composite/_calculated_amino_acid_standard_composite.tsv column composite | scored set fao_2013_indispensable (HILKMFTWV) | values: H 3.32649, I 4.60745, L 9.17611, K 9.13469, M 2.38384, F 4.56337, T 5.0595, W 1.64053, V 6.52979
# THE SUMMARY TABLE: one row per food, scored against skeletal_muscle_with_non_protein_metabolite_pools_and_blood only — the most complete reference built so far, and the one this table follows as categories are added (D127, D128). The reference is named here rather than in a column because it is the same on every row. Every reference side by side, with the differences: match_rate_by_reference.tsv. The spreadsheet's walk per food and reference: match_rate_steps.tsv. A food this reference cannot score is absent here and its reason is in foods_not_scored.tsv. eaa_g_per_100g = the sum of the reference's scored amino acids as published; eaa_percent_of_protein = 100 x eaa_g_per_100g / protein_g_per_100g; ratio_<letter> = food share / reference share (Step 7)
source	source_detail	food_id	description	food_category	match_rate_percent	limiting_amino_acid	eaa_g_per_100g	protein_g_per_100g	eaa_percent_of_protein	ratio_F	ratio_H	ratio_I	ratio_K	ratio_L	ratio_M	ratio_T	ratio_V	ratio_W
usda	sr_legacy_food 2018-04	174012	Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8" fat, choice, raw	Beef Products	58.7183	W	9.3490	22.01	42.48	0.9630	1.1330	1.1079	1.0839	0.9935	1.2206	0.9431	0.8410	0.5872
usda	sr_legacy_food 2018-04	174013	Beef composite, separable lean only, trimmed to 1/8" fat, choice, cooked	Beef Products	58.3916	W	12.2120	28.73	42.51	0.9638	1.1313	1.1089	1.0836	0.9938	1.2215	0.9422	0.8418	0.5839
usda	sr_legacy_food 2018-04	174014	Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0" fat, choice, raw	Beef Products	68.8866	W	8.5030	21.34	39.85	0.9451	1.1390	1.0759	1.0871	0.9906	1.2527	0.9690	0.8152	0.6889
usda	sr_legacy_food 2018-04	174015	Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0" fat, choice, raw	Beef Products	70.4189	W	8.7600	21.55	40.65	0.9429	1.1263	1.0742	1.0918	0.9927	1.2604	0.9730	0.8051	0.7042
usda	sr_legacy_food 2018-04	174016	Beef, chuck, mock tender steak, separable lean only, trimmed to 0" fat, all grades, cooked, broiled	Beef Products	68.1381	W	11.6280	25.9	44.90	0.9825	1.0021	1.1585	1.0624	0.9963	1.2309	0.9445	0.8559	0.6814
usda	sr_legacy_food 2018-04	174017	Beef, chuck, top blade, separable lean only, trimmed to 0" fat, all grades, cooked, broiled	Beef Products	68.0280	W	11.7300	26.13	44.89	0.9826	1.0017	1.1587	1.0623	0.9963	1.2302	0.9449	0.8564	0.6803
usda	sr_legacy_food 2018-04	174018	Beef, chuck, clod roast, separable lean only, trimmed to 1/4" fat, all grades, raw	Beef Products	68.0689	W	8.8130	19.63	44.90	0.9823	1.0023	1.1592	1.0622	0.9960	1.2308	0.9443	0.8567	0.6807
usda	sr_legacy_food 2018-04	174019	Beef, chuck, clod roast, separable lean only, trimmed to 0" fat, all grades, cooked, roasted	Beef Products	67.9160	W	12.0410	26.82	44.90	0.9825	1.0025	1.1589	1.0623	0.9962	1.2307	0.9449	0.8561	0.6792
usda	sr_legacy_food 2018-04	174020	Beef, chuck, mock tender steak, separable lean and fat, trimmed to 0" fat, USDA select, cooked, broiled	Beef Products	67.9258	W	11.7060	26.08	44.88	0.9829	1.0026	1.1585	1.0623	0.9962	1.2310	0.9445	0.8563	0.6793
usda	sr_legacy_food 2018-04	174021	Beef, chuck, top blade, separable lean and fat, trimmed to 0" fat, choice, cooked, broiled	Beef Products	68.0493	W	11.5600	25.77	44.86	0.9830	1.0032	1.1583	1.0621	0.9960	1.2297	0.9453	0.8561	0.6805
usda	sr_legacy_food 2018-04	174022	Beef, chuck, top blade, separable lean and fat, trimmed to 0" fat, select, cooked, broiled	Beef Products	68.1109	W	11.5080	25.67	44.83	0.9821	1.0041	1.1583	1.0620	0.9961	1.2302	0.9448	0.8562	0.6811
usda	sr_legacy_food 2018-04	174023	Beef, chuck, clod roast, separable lean and fat, trimmed to 0" fat, choice, cooked, roasted	Beef Products	68.3459	W	11.0130	24.61	44.75	0.9819	1.0074	1.1573	1.0613	0.9954	1.2307	0.9456	0.8560	0.6835
usda	sr_legacy_food 2018-04	174024	Beef, loin, bottom sirloin butt, tri-tip steak, separable lean and fat, trimmed to 0" fat, all grades, cooked, broiled	Beef Products	68.2103	W	13.4410	29.97	44.85	0.9824	1.0040	1.1581	1.0621	0.9959	1.2300	0.9448	0.8563	0.6821
usda	sr_legacy_food 2018-04	174025	Beef, chuck, mock tender steak, separable lean and fat, trimmed to 0" fat, all grades, cooked, broiled	Beef Products	67.9707	W	11.6150	25.87	44.90	0.9827	1.0020	1.1589	1.0623	0.9961	1.2306	0.9448	0.8563	0.6797
usda	sr_legacy_food 2018-04	174026	Beef, chuck, top blade, separable lean and fat, trimmed to 0" fat, all grades, cooked, broiled	Beef Products	68.1672	W	11.5400	25.73	44.85	0.9820	1.0037	1.1586	1.0622	0.9960	1.2302	0.9445	0.8563	0.6817
usda	sr_legacy_food 2018-04	174027	Beef, chuck, clod roast, separable lean and fat, trimmed to 0" fat, all grades, cooked, roasted	Beef Products	68.3509	W	11.5090	25.7	44.78	0.9820	1.0064	1.1573	1.0615	0.9956	1.2301	0.9455	0.8561	0.6835
usda	sr_legacy_food 2018-04	174028	Beef, ground, 95% lean meat / 5% fat, crumbles, cooked, pan-browned	Beef Products	36.3535	W	11.5200	29.17	39.49	1.0040	1.1472	1.1274	1.0654	0.9982	1.2678	0.8984	0.8843	0.3635
usda	sr_legacy_food 2018-04	174029	Beef, ground, 95% lean meat / 5% fat, loaf, cooked, baked	Beef Products	36.4663	W	10.7860	27.31	39.49	1.0044	1.1476	1.1275	1.0653	0.9981	1.2674	0.8983	0.8839	0.3647
usda	sr_legacy_food 2018-04	174030	Beef, ground, 90% lean meat / 10% fat, raw	Beef Products	36.4935	W	7.9090	20	39.55	1.0045	1.1469	1.1274	1.0653	0.9979	1.2680	0.8991	0.8836	0.3649
usda	sr_legacy_food 2018-04	174031	Beef, ground, 90% lean meat / 10% fat, patty, cooked, broiled	Beef Products	36.4960	W	10.3120	26.11	39.49	1.0042	1.1476	1.1275	1.0650	0.9984	1.2671	0.8987	0.8838	0.3650
usda	sr_legacy_food 2018-04	174032	Beef, ground, 85% lean meat / 15% fat, patty, cooked, broiled	Beef Products	36.2038	W	7.3470	25.93	28.33	1.0038	1.1473	1.1273	1.0652	0.9984	1.2670	0.8992	0.8844	0.3620
usda	sr_legacy_food 2018-04	174033	Beef, ground, 85% lean meat / 15% fat, patty, cooked, pan-broiled	Beef Products	36.3749	W	9.7240	24.62	39.50	1.0043	1.1481	1.1273	1.0651	0.9984	1.2677	0.8983	0.8839	0.3637
usda	sr_legacy_food 2018-04	174034	Beef, ground, 85% lean meat / 15% fat, crumbles, cooked, pan-browned	Beef Products	36.4336	W	10.9510	27.73	39.49	1.0042	1.1469	1.1271	1.0650	0.9983	1.2679	0.8990	0.8842	0.3643
usda	sr_legacy_food 2018-04	174035	Beef, ground, 85% lean meat / 15% fat, loaf, cooked, baked	Beef Products	36.4656	W	10.2430	25.93	39.50	1.0041	1.1471	1.1272	1.0652	0.9982	1.2681	0.8984	0.8842	0.3647
usda	sr_legacy_food 2018-04	174036	Beef, ground, 80% lean meat / 20% fat, raw	Beef Products	36.2726	W	6.7870	17.17	39.53	1.0042	1.1473	1.1267	1.0655	0.9981	1.2682	0.8990	0.8841	0.3627
usda	sr_legacy_food 2018-04	174037	Beef, ground, 75% lean meat / 25% fat, raw	Beef Products	36.3536	W	6.2270	15.76	39.51	1.0047	1.1474	1.1278	1.0650	0.9985	1.2665	0.8988	0.8837	0.3635
usda	sr_legacy_food 2018-04	174038	Beef, ground, 75% lean meat / 25% fat, patty, cooked, broiled	Beef Products	36.4360	W	10.0960	25.56	39.50	1.0046	1.1473	1.1277	1.0651	0.9982	1.2672	0.8988	0.8837	0.3644
usda	sr_legacy_food 2018-04	174039	Beef, ground, 75% lean meat / 25% fat, patty, cooked, pan-broiled	Beef Products	36.4310	W	9.2430	23.45	39.42	1.0037	1.1475	1.1271	1.0655	0.9983	1.2683	0.8984	0.8838	0.3643
usda	sr_legacy_food 2018-04	174040	Beef, ground, 75% lean meat / 25% fat, crumbles, cooked, pan-browned	Beef Products	36.2604	W	10.3790	26.28	39.49	1.0036	1.1469	1.1270	1.0654	0.9982	1.2683	0.8990	0.8843	0.3626
usda	sr_legacy_food 2018-04	174041	Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8" fat, select, raw	Beef Products	46.2385	W	9.3020	23.07	40.32	0.9963	1.1042	1.1373	1.0653	0.9980	1.2582	0.9094	0.8751	0.4624
usda	sr_legacy_food 2018-04	174042	Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8" fat, select, cooked, broiled	Beef Products	46.1682	W	12.4420	30.87	40.30	0.9967	1.1048	1.1369	1.0652	0.9982	1.2584	0.9093	0.8748	0.4617
usda	sr_legacy_food 2018-04	174043	Beef, tenderloin, steak, separable lean only, trimmed to 1/8" fat, select, cooked, broiled	Beef Products	46.1268	W	11.7170	29.07	40.31	0.9967	1.1053	1.1368	1.0652	0.9982	1.2581	0.9091	0.8749	0.4613
usda	sr_legacy_food 2018-04	174044	Beef, top sirloin, steak, separable lean only, trimmed to 1/8" fat, select, cooked, broiled	Beef Products	46.1763	W	11.8270	29.34	40.31	0.9969	1.1044	1.1373	1.0652	0.9984	1.2580	0.9092	0.8746	0.4618
usda	sr_legacy_food 2018-04	174045	Beef, round, bottom round, steak, separable lean only, trimmed to 1/8" fat, select, cooked, braised	Beef Products	46.0342	W	13.8920	34.46	40.31	0.9966	1.1050	1.1372	1.0653	0.9982	1.2574	0.9095	0.8751	0.4603
usda	sr_legacy_food 2018-04	174046	Beef, round, bottom round, roast, separable lean only, trimmed to 1/8" fat, all grades, raw	Beef Products	46.0312	W	9.0980	22.19	41.00	0.9962	1.1044	1.1373	1.0652	0.9981	1.2586	0.9097	0.8752	0.4603
usda	sr_legacy_food 2018-04	174047	Beef, brisket, flat half, separable lean only, trimmed to 1/8" fat, all grades, cooked, braised	Beef Products	46.1556	W	13.3650	33.15	40.32	0.9971	1.1047	1.1368	1.0654	0.9982	1.2574	0.9089	0.8750	0.4616
usda	sr_legacy_food 2018-04	174048	Beef, brisket, flat half, separable lean only, trimmed to 1/8" fat, all grades, raw	Beef Products	46.2068	W	8.6960	21.57	40.32	0.9967	1.1041	1.1366	1.0654	0.9983	1.2585	0.9095	0.8748	0.4621
usda	sr_legacy_food 2018-04	174049	Beef, round, eye of round, roast, separable lean only, trimmed to 1/8" fat, all grades, raw	Beef Products	46.2863	W	9.1090	22.6	40.31	0.9962	1.1046	1.1371	1.0656	0.9980	1.2570	0.9096	0.8749	0.4629
usda	sr_legacy_food 2018-04	174050	Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8" fat, all grades, cooked, braised	Beef Products	46.1723	W	13.9730	34.66	40.31	0.9967	1.1046	1.1371	1.0653	0.9982	1.2585	0.9094	0.8746	0.4617
usda	sr_legacy_food 2018-04	174051	Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8" fat, all grades, raw	Beef Products	46.0446	W	8.9110	22.11	40.30	0.9966	1.1041	1.1375	1.0653	0.9981	1.2588	0.9092	0.8752	0.4604
usda	sr_legacy_food 2018-04	174052	Beef, round, bottom round, roast, separable lean only, trimmed to 1/8" fat, all grades, cooked	Beef Products	46.1251	W	11.2880	28	40.31	0.9967	1.1052	1.1371	1.0652	0.9981	1.2576	0.9096	0.8748	0.4613
usda	sr_legacy_food 2018-04	174053	Beef, round, bottom round, steak, separable lean only, trimmed to 1/8" fat, all grades, cooked, braised	Beef Products	46.1938	W	13.8440	34.34	40.31	0.9964	1.1048	1.1368	1.0653	0.9983	1.2575	0.9093	0.8750	0.4619
usda	sr_legacy_food 2018-04	174054	Beef, top sirloin, steak, separable lean only, trimmed to 1/8" fat, all grades, cooked, broiled	Beef Products	46.0401	W	11.8620	29.42	40.32	0.9965	1.1047	1.1373	1.0655	0.9984	1.2575	0.9089	0.8750	0.4604
usda	sr_legacy_food 2018-04	174055	Beef, top sirloin, steak, separable lean only, trimmed to 1/8" fat, all grades, raw	Beef Products	46.0808	W	8.9040	22.09	40.31	0.9962	1.1049	1.1372	1.0656	0.9983	1.2576	0.9089	0.8751	0.4608
usda	sr_legacy_food 2018-04	174056	Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8" fat, choice, raw	Beef Products	46.0422	W	8.8500	21.96	40.30	0.9966	1.1054	1.1373	1.0652	0.9981	1.2586	0.9092	0.8748	0.4604
usda	sr_legacy_food 2018-04	174057	Beef, brisket, flat half, separable lean only, trimmed to 1/8" fat, choice, raw	Beef Products	46.2767	W	8.7440	21.69	40.31	0.9970	1.1044	1.1373	1.0653	0.9980	1.2583	0.9087	0.8748	0.4628
usda	sr_legacy_food 2018-04	174058	Beef, round, bottom round, roast, separable lean only, trimmed to 1/8" fat, choice, raw	Beef Products	46.1343	W	8.9550	22.22	40.30	0.9963	1.1049	1.1375	1.0652	0.9982	1.2591	0.9088	0.8749	0.4613
usda	sr_legacy_food 2018-04	174059	Beef, round, bottom round, roast, separable lean only, trimmed to 1/8" fat, choice, cooked, roasted	Beef Products	46.1042	W	11.1090	27.56	40.31	0.9963	1.1042	1.1373	1.0654	0.9982	1.2586	0.9093	0.8748	0.4610
usda	sr_legacy_food 2018-04	174060	Beef, round, eye of round, roast, separable lean only, trimmed to 1/8" fat, choice, cooked, roasted	Beef Products	46.0569	W	12.0420	29.87	40.31	0.9968	1.1044	1.1371	1.0656	0.9982	1.2581	0.9090	0.8749	0.4606
usda	sr_legacy_food 2018-04	174061	Beef, round, top round, steak, separable lean only, trimmed to 1/8" fat, choice, cooked, broiled	Beef Products	46.2229	W	12.9170	32.04	40.32	0.9970	1.1041	1.1373	1.0654	0.9983	1.2573	0.9092	0.8746	0.4622
usda	sr_legacy_food 2018-04	174079	Cookie, butter or sugar, with chocolate icing or filling	Baked Products	55.8767	K	1.2460	4.1	30.39	1.5757	0.8848	1.1725	0.5588	1.0516	0.9065	0.9573	1.0955	1.2036
usda	sr_legacy_food 2018-04	174080	Cookie, chocolate, with icing or coating	Baked Products	49.0952	K	1.3560	4.5	30.13	1.6354	0.9468	1.1740	0.4910	1.1006	1.0053	0.9135	1.0486	1.1895
usda	sr_legacy_food 2018-04	174081	Tortillas, ready-to-bake or -fry, whole wheat	Baked Products	59.0364	K	3.1850	9.76	32.63	1.5586	1.1173	1.1167	0.5904	1.0658	0.9966	0.8988	0.9911	1.1461
usda	sr_legacy_food 2018-04	174101	Bread, gluten-free, white, made with tapioca starch and brown rice flour	Baked Products	77.6713	K	2.2900	5.4	42.41	1.4215	0.7922	1.0999	0.7767	1.0162	1.6157	0.9215	0.8693	0.9885
usda	sr_legacy_food 2018-04	174107	Rolls, dinner, sweet	Baked Products	52.8656	K	2.9800	10.04	29.68	1.6386	0.9366	1.2172	0.5287	1.1884	1.1763	0.8621	0.9065	0.8546
usda	sr_legacy_food 2018-04	174115	Beverages, Carob-flavor beverage mix, powder, prepared with whole milk	Beverages	56.0014	K	1.2160	3.16	38.48	1.1712	0.8148	1.3008	0.5600	1.0526	1.1370	1.0262	1.0699	1.6522
usda	sr_legacy_food 2018-04	174118	Beverages, chocolate syrup, prepared with whole milk	Beverages	56.9451	K	1.1780	3.07	38.37	1.1917	0.8056	1.2915	0.5695	1.0436	1.1076	1.0281	1.0803	1.6334
usda	sr_legacy_food 2018-04	174133	Beverages, coffee, instant, decaffeinated, powder	Beverages	27.3052	M	1.5690	11.6	13.53	1.6209	1.4053	1.0531	0.2980	1.4703	0.2731	0.7953	1.1917	0.5050
usda	sr_legacy_food 2018-04	174182	Fish, anchovy, european, raw	Finfish and Shellfish Products	74.8106	W	8.6240	20.35	42.38	0.9366	0.9693	1.0959	1.1014	0.9703	1.3594	0.9490	0.8639	0.7481
usda	sr_legacy_food 2018-04	174183	Fish, anchovy, european, canned in oil, drained solids	Finfish and Shellfish Products	74.8848	W	12.2430	28.89	42.38	0.9373	0.9689	1.0953	1.1012	0.9702	1.3600	0.9488	0.8640	0.7488
usda	sr_legacy_food 2018-04	174184	Fish, bass, fresh water, mixed species, raw	Finfish and Shellfish Products	74.7074	W	7.9920	18.86	42.38	0.9368	0.9691	1.0955	1.1013	0.9704	1.3596	0.9494	0.8637	0.7471
usda	sr_legacy_food 2018-04	174185	Fish, carp, cooked, dry heat	Finfish and Shellfish Products	74.7495	W	9.6910	22.86	42.39	0.9374	0.9691	1.0958	1.1012	0.9699	1.3604	0.9487	0.8642	0.7475
usda	sr_legacy_food 2018-04	174186	Fish, catfish, channel, wild, raw	Finfish and Shellfish Products	74.6046	W	6.9410	16.38	42.37	0.9365	0.9691	1.0959	1.1012	0.9701	1.3607	0.9491	0.8645	0.7460
usda	sr_legacy_food 2018-04	174187	Fish, catfish, channel, cooked, breaded and fried	Finfish and Shellfish Products	73.9108	W	7.6570	18.09	42.33	0.9645	0.9659	1.1000	1.0599	0.9963	1.3403	0.9466	0.8755	0.7391
usda	sr_legacy_food 2018-04	174188	Fish, caviar, black and red, granular	Finfish and Shellfish Products	87.8825	V	10.2170	24.6	41.53	1.0664	0.8865	1.0207	0.9122	1.0562	1.2313	1.1342	0.8788	0.8946
usda	sr_legacy_food 2018-04	174189	Fish, cod, Atlantic, canned, solids and liquid	Finfish and Shellfish Products	74.7816	W	9.6490	22.76	42.39	0.9373	0.9690	1.0954	1.1013	0.9700	1.3603	0.9490	0.8642	0.7478
usda	sr_legacy_food 2018-04	174190	Fish, cod, Atlantic, dried and salted	Finfish and Shellfish Products	74.8232	W	26.6240	62.82	42.38	0.9369	0.9692	1.0956	1.1012	0.9702	1.3597	0.9491	0.8641	0.7482
usda	sr_legacy_food 2018-04	174191	Fish, cod, Pacific, raw (may have been previously frozen)	Finfish and Shellfish Products	72.8918	H	6.2030	15.27	40.62	0.9758	0.7289	1.1029	1.1462	0.9877	1.3123	0.9733	0.8378	0.8576
usda	sr_legacy_food 2018-04	174192	Fish, croaker, Atlantic, raw	Finfish and Shellfish Products	74.7320	W	7.5350	17.78	42.38	0.9369	0.9686	1.0951	1.1014	0.9702	1.3594	0.9498	0.8642	0.7473
usda	sr_legacy_food 2018-04	174193	Fish, eel, mixed species, raw	Finfish and Shellfish Products	74.9224	W	7.8180	18.44	42.40	0.9369	0.9693	1.0954	1.1011	0.9700	1.3600	0.9494	0.8639	0.7492
usda	sr_legacy_food 2018-04	174194	Fish, eel, mixed species, cooked, dry heat	Finfish and Shellfish Products	74.8218	W	10.0220	23.65	42.38	0.9369	0.9691	1.0958	1.1009	0.9702	1.3602	0.9494	0.8640	0.7482
usda	sr_legacy_food 2018-04	174195	Fish, fish sticks, frozen, prepared	Finfish and Shellfish Products	78.9397	H	4.0660	11.01	36.93	1.1759	0.7894	1.0630	0.9936	1.0601	1.4177	0.8394	0.8742	0.8490
usda	sr_legacy_food 2018-04	174196	Fish, flatfish (flounder and sole species), raw	Finfish and Shellfish Products	75.2861	H	5.6350	12.41	45.41	0.9171	0.7529	1.0978	1.1453	0.9759	1.5724	0.9525	0.8213	0.8085
usda	sr_legacy_food 2018-04	174197	Fish, flatfish (flounder and sole species), cooked, dry heat	Finfish and Shellfish Products	75.3789	H	6.9240	15.24	45.43	0.9168	0.7538	1.0972	1.1457	0.9754	1.5750	0.9528	0.8214	0.8051
usda	sr_legacy_food 2018-04	174198	Fish, haddock, cooked, dry heat	Finfish and Shellfish Products	74.9583	W	9.8150	19.99	49.10	0.9369	0.9697	1.0953	1.1008	0.9700	1.3611	0.9488	0.8641	0.7496
usda	sr_legacy_food 2018-04	174199	Fish, haddock, smoked	Finfish and Shellfish Products	74.8900	W	10.6930	25.23	42.38	0.9371	0.9697	1.0949	1.1012	0.9699	1.3604	0.9490	0.8643	0.7489
usda	sr_legacy_food 2018-04	174200	Fish, halibut, Atlantic and Pacific, raw	Finfish and Shellfish Products	74.7437	W	8.8210	18.56	47.53	0.9376	0.9698	1.0954	1.1010	0.9704	1.3599	0.9486	0.8640	0.7474
usda	sr_legacy_food 2018-04	174201	Fish, halibut, Atlantic and Pacific, cooked, dry heat	Finfish and Shellfish Products	74.7362	W	10.7150	22.54	47.54	0.9380	0.9703	1.0955	1.1008	0.9702	1.3594	0.9488	0.8639	0.7474
usda	sr_legacy_food 2018-04	174202	Crustaceans, crab, alaska king, cooked, moist heat	Finfish and Shellfish Products	69.6429	H	7.8750	19.35	40.70	1.0554	0.6964	1.2001	1.0867	0.9867	1.3477	0.9123	0.8215	0.9666
usda	sr_legacy_food 2018-04	174203	Crustaceans, crab, alaska king, imitation, made from surimi	Finfish and Shellfish Products	70.9187	V	2.8670	7.62	37.62	0.9225	0.7593	0.8083	1.2532	1.0711	1.7728	0.9121	0.7092	0.7402
usda	sr_legacy_food 2018-04	174204	Crustaceans, crab, blue, raw	Finfish and Shellfish Products	69.6904	H	7.3490	18.06	40.69	1.0562	0.6969	1.1996	1.0871	0.9865	1.3461	0.9126	0.8213	0.9665
usda	sr_legacy_food 2018-04	174205	Crustaceans, crab, blue, cooked, moist heat	Finfish and Shellfish Products	80.8787	H	6.7810	17.88	37.93	1.0621	0.8088	1.1530	1.0387	0.9751	1.2980	0.9837	0.8450	0.9431
usda	sr_legacy_food 2018-04	174206	Crustaceans, crayfish, mixed species, wild, raw	Finfish and Shellfish Products	69.9157	H	6.4870	15.97	40.62	1.0538	0.6992	1.1990	1.0874	0.9865	1.3509	0.9109	0.8208	0.9684
usda	sr_legacy_food 2018-04	174207	Crustaceans, crayfish, mixed species, wild, cooked, moist heat	Finfish and Shellfish Products	69.8578	H	6.8120	16.77	40.62	1.0543	0.6986	1.1995	1.0870	0.9870	1.3493	0.9105	0.8203	0.9720
usda	sr_legacy_food 2018-04	174208	Crustaceans, lobster, northern, raw	Finfish and Shellfish Products	83.9378	V	6.2760	16.52	37.99	1.1022	0.9183	1.1607	1.0041	0.9649	1.2815	0.9561	0.8394	0.9694
usda	sr_legacy_food 2018-04	174209	Crustaceans, lobster, northern, cooked, moist heat	Finfish and Shellfish Products	83.9045	V	7.2190	19	37.99	1.1020	0.9182	1.1612	1.0039	0.9643	1.2813	0.9570	0.8390	0.9721
usda	sr_legacy_food 2018-04	174210	Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)	Finfish and Shellfish Products	73.3068	H	5.7110	13.61	41.96	1.0563	0.7331	1.1062	1.1541	1.0320	1.3537	0.8676	0.7930	0.7680
usda	sr_legacy_food 2018-04	174211	Crustaceans, spiny lobster, mixed species, raw	Finfish and Shellfish Products	69.5927	H	8.3820	20.6	40.69	1.0559	0.6959	1.1996	1.0865	0.9862	1.3475	0.9129	0.8219	0.9689
usda	sr_legacy_food 2018-04	174212	Mollusks, abalone, mixed species, raw	Finfish and Shellfish Products	73.4954	H	6.2280	17.1	36.42	1.0013	0.7350	1.2036	1.0428	0.9780	1.2069	1.0843	0.8527	0.8723
usda	sr_legacy_food 2018-04	174213	Mollusks, abalone, mixed species, cooked, fried	Finfish and Shellfish Products	73.9943	H	7.1290	19.63	36.32	1.0203	0.7399	1.2070	1.0215	0.9836	1.2046	1.0785	0.8576	0.8891
usda	sr_legacy_food 2018-04	174214	Mollusks, clam, mixed species, raw	Finfish and Shellfish Products	70.3977	H	5.9470	14.67	40.54	0.9579	0.7040	1.1741	0.9596	1.0208	1.3851	1.0800	0.8882	0.9754
usda	sr_legacy_food 2018-04	174215	Mollusks, cuttlefish, mixed species, raw	Finfish and Shellfish Products	73.6346	H	5.9130	16.24	36.41	1.0013	0.7363	1.2047	1.0425	0.9779	1.2054	1.0846	0.8524	0.8710
usda	sr_legacy_food 2018-04	174216	Mollusks, mussel, blue, raw	Finfish and Shellfish Products	73.4483	H	4.3320	11.9	36.40	1.0004	0.7345	1.2048	1.0429	0.9786	1.2047	1.0844	0.8534	0.8688
usda	sr_legacy_food 2018-04	174217	Mollusks, mussel, blue, cooked, moist heat	Finfish and Shellfish Products	73.5584	H	8.6700	23.8	36.43	1.0008	0.7356	1.2039	1.0428	0.9780	1.2061	1.0847	0.8528	0.8714
