accession	tier	subtree_annotations	evidence_codes
Q9BS40	erythrocytes		
Q9BSF0	erythrocytes		
Q9BSJ5	erythrocytes		
Q9BSJ8	erythrocytes		
Q9BSL1	erythrocytes		
Q9BSQ5	erythrocytes		
Q9BT09	erythrocytes		
Q9BT73	erythrocytes		
Q9BT78	erythrocytes		
Q9BTC8	erythrocytes		
Q9BTE1	erythrocytes		
Q9BTM9	erythrocytes		
Q9BTU6	erythrocytes		
Q9BTV4	erythrocytes		
Q9BTW9	erythrocytes		
Q9BTX7	erythrocytes		
Q9BTY2	plasma		
Q9BTY7	erythrocytes		
Q9BUF5	erythrocytes		
Q9BUH6	erythrocytes		
Q9BUK6	erythrocytes		
Q9BUL8	erythrocytes		
Q9BUN8	erythrocytes		
Q9BUP3	erythrocytes		
Q9BV20	erythrocytes		
Q9BV40	erythrocytes		
Q9BV73	erythrocytes		
Q9BV81	erythrocytes		
Q9BV86	erythrocytes		
Q9BVA0	erythrocytes		
Q9BVC4	erythrocytes		
Q9BVC6	erythrocytes		
Q9BVK6	erythrocytes		
Q9BVM2	erythrocytes		
Q9BVM4	erythrocytes		
Q9BVQ7	erythrocytes		
Q9BWD1	erythrocytes		
Q9BWP8	plasma		
Q9BWS9	erythrocytes		
Q9BWT3	erythrocytes		
Q9BX97	erythrocytes		
Q9BXD5	erythrocytes		
Q9BXL5	erythrocytes		
Q9BXS5	erythrocytes		
Q9BXS6	erythrocytes		
Q9BXT6	erythrocytes		
Q9BY32	erythrocytes		
Q9BY43	erythrocytes		
Q9BYN0	erythrocytes		
Q9BYX7	erythrocytes		
Q9BZ23	erythrocytes		
Q9BZE9	erythrocytes		
Q9BZF1	erythrocytes		
Q9BZI7	erythrocytes		
Q9BZP3	erythrocytes		
Q9BZV1	erythrocytes		
Q9C0B5	erythrocytes		
Q9C0C9	erythrocytes		
Q9C0E2	erythrocytes		
Q9C0E8	erythrocytes		
Q9C0I1	erythrocytes		
Q9C0K7	erythrocytes		
Q9GZN8	erythrocytes		
Q9GZP4	erythrocytes		
Q9GZS3	erythrocytes		
Q9GZT8	erythrocytes		
Q9GZU7	erythrocytes		
Q9GZZ9	erythrocytes		
Q9H008	erythrocytes		
Q9H074	erythrocytes		
Q9H0D2	erythrocytes		
Q9H0E2	erythrocytes		
Q9H0H0	erythrocytes		
Q9H0I2	erythrocytes		
Q9H0J9	erythrocytes		
Q9H0M4	erythrocytes		
Q9H0N0	erythrocytes		
Q9H0N5	erythrocytes		
Q9H0P0	erythrocytes		
Q9H0R3	erythrocytes		
Q9H0R4	erythrocytes		
Q9H0R8	erythrocytes		
Q9H0U3	erythrocytes		
Q9H0U4	erythrocytes		
Q9H0V9	erythrocytes		
Q9H0W9	erythrocytes		
Q9H0X4	erythrocytes		
Q9H0Z9	erythrocytes		
Q9H1A4	erythrocytes		
Q9H1C7	erythrocytes		
Q9H1E5	erythrocytes		
Q9H201	erythrocytes		
Q9H223	erythrocytes		
Q9H254	erythrocytes		
Q9H257	plasma		
Q9H299	erythrocytes		
Q9H2G2	erythrocytes		
Q9H2H8	erythrocytes		
Q9H2K8	erythrocytes		
Q9H2M9	erythrocytes		
Q9H2T7	erythrocytes		
Q9H330	erythrocytes		
Q9H3H5	erythrocytes		
Q9H3K6	erythrocytes		
Q9H3N1	erythrocytes		
Q9H3S7	erythrocytes		
Q9H3Z4	erythrocytes		
Q9H400	erythrocytes		
Q9H425	erythrocytes		
Q9H444	erythrocytes		
Q9H446	erythrocytes		
Q9H477	erythrocytes		
Q9H479	erythrocytes		
Q9H488	erythrocytes		
Q9H489	erythrocytes		
Q9H4A3	erythrocytes		
Q9H4A4	erythrocytes		
Q9H4A6	erythrocytes		
Q9H4G4	erythrocytes		
Q9H4M9	erythrocytes		
Q9H5I5	plasma		
Q9H5N1	erythrocytes		
Q9H5X1	erythrocytes		
Q9H6A9	erythrocytes		
Q9H6E4	erythrocytes		
Q9H6H4	erythrocytes		
Q9H6U8	erythrocytes		
Q9H6Z4	erythrocytes		
Q9H7C9	erythrocytes		
Q9H7D7	erythrocytes		
Q9H814	erythrocytes		
Q9H8H3	erythrocytes		
Q9H8L6	erythrocytes		
Q9H8M5	erythrocytes		
Q9H8M7	erythrocytes		
Q9H8W4	erythrocytes		
Q9H8W5	erythrocytes		
Q9H8Y8	erythrocytes		
Q9H910	erythrocytes		
Q9H920	erythrocytes		
Q9H993	erythrocytes		
Q9H9A6	erythrocytes		
Q9H9G7	erythrocytes		
Q9H9Q2	erythrocytes		
Q9H9Q4	erythrocytes		
Q9HA64	erythrocytes		
Q9HA65	erythrocytes		
Q9HAB8	erythrocytes		
Q9HAV0	erythrocytes		
Q9HBH5	erythrocytes		
Q9HBL0	erythrocytes		
Q9HC07	erythrocytes		
Q9HC38	erythrocytes		
Q9HCE7	erythrocytes		
Q9HCJ1	erythrocytes		
Q9HCN8	erythrocytes		
Q9HCP0	erythrocytes		
Q9HD40	erythrocytes		
Q9HD45	erythrocytes		
Q9HDC9	erythrocytes		
Q9HDC9	plasma		
Q9NP58	erythrocytes		
Q9NP59	erythrocytes		
Q9NP72	erythrocytes		
Q9NP79	erythrocytes		
Q9NP98	erythrocytes		
Q9NPH2	erythrocytes		
Q9NPH3	plasma		
Q9NPI0	erythrocytes		
Q9NPP4	erythrocytes		
Q9NPQ8	erythrocytes		
Q9NPR9	erythrocytes		
Q9NQ34	erythrocytes		
Q9NQ79	plasma		
Q9NQ94	erythrocytes		
Q9NQC3	erythrocytes		
Q9NQE9	erythrocytes		
Q9NQP4	erythrocytes		
Q9NQR4	erythrocytes		
Q9NQS1	erythrocytes		
Q9NQS7	erythrocytes		
Q9NQW7	erythrocytes		
Q9NQX3	erythrocytes		
Q9NR45	erythrocytes		
Q9NR46	erythrocytes		
Q9NR50	erythrocytes		
Q9NR56	erythrocytes		
Q9NRF8	erythrocytes		
Q9NRK6	erythrocytes		
Q9NRP0	erythrocytes		
Q9NRQ2	erythrocytes		
Q9NRR3	erythrocytes		
Q9NRR8	erythrocytes		
Q9NRS6	erythrocytes		
Q9NRV9	erythrocytes		
Q9NRW1	erythrocytes		
Q9NRW7	erythrocytes		
Q9NRX4	erythrocytes		
Q9NRX5	erythrocytes		
Q9NRY5	erythrocytes		
Q9NRZ5	erythrocytes		
Q9NRZ7	erythrocytes		
Q9NS86	erythrocytes		
Q9NSD9	erythrocytes		
Q9NSK0	erythrocytes		
Q9NSY1	erythrocytes		
Q9NT62	erythrocytes		
Q9NTJ3	erythrocytes		
Q9NTJ4	erythrocytes		
Q9NTJ5	erythrocytes		
Q9NTK5	erythrocytes		
Q9NTX5	erythrocytes		
Q9NUE0	erythrocytes		
Q9NUP9	erythrocytes		
Q9NUQ9	erythrocytes		
Q9NUU7	erythrocytes		
Q9NV96	erythrocytes		
Q9NVA2	erythrocytes		
Q9NVE5	erythrocytes		
Q9NVR5	erythrocytes		
Q9NVS9	erythrocytes		
Q9NVZ3	erythrocytes		
Q9NW15	erythrocytes		
Q9NW68	erythrocytes		
Q9NWC5	erythrocytes		
Q9NWU2	erythrocytes		
Q9NWV4	erythrocytes		
Q9NWV8	erythrocytes		
Q9NWW5	erythrocytes		
Q9NWX6	erythrocytes		
Q9NX46	erythrocytes		
Q9NXR1	erythrocytes		
Q9NXR7	erythrocytes		
Q9NXU5	erythrocytes		
Q9NY15	plasma		
Q9NY33	erythrocytes		
Q9NY35	erythrocytes		
Q9NYB0	erythrocytes		
Q9NYC9	erythrocytes		
Q9NYG2	erythrocytes		
Q9NYL9	erythrocytes		
Q9NYT0	erythrocytes		
Q9NYU2	erythrocytes		
Q9NYZ1	erythrocytes		
Q9NYZ2	erythrocytes		
Q9NZ01	erythrocytes		
Q9NZ08	erythrocytes		
Q9NZ32	erythrocytes		
Q9NZ42	erythrocytes		
Q9NZ43	erythrocytes		
Q9NZC3	erythrocytes		
Q9NZC9	erythrocytes		
Q9NZD4	erythrocytes		
Q9NZJ4	erythrocytes		
Q9NZJ9	erythrocytes		
Q9NZL4	erythrocytes		
Q9NZL9	erythrocytes		
Q9NZM4	erythrocytes		
Q9NZP8	plasma		
Q9NZT1	erythrocytes		
Q9NZT2	erythrocytes		
Q9NZU1	erythrocytes		
Q9NZW5	erythrocytes		
Q9NZZ3	erythrocytes		
Q9P003	erythrocytes		
Q9P035	erythrocytes		
Q9P0I2	erythrocytes		
Q9P0J7	erythrocytes		
Q9P0L0	erythrocytes		
Q9P0M2	erythrocytes		
Q9P0S9	erythrocytes		
Q9P1F3	erythrocytes		
Q9P1Q0	erythrocytes		
Q9P1Z2	erythrocytes		
Q9P227	erythrocytes		
Q9P241	erythrocytes		
Q9P255	erythrocytes		
Q9P265	erythrocytes		
Q9P2J5	erythrocytes		
Q9P2J8	erythrocytes		
Q9P2K1	erythrocytes		
Q9P2Q2	erythrocytes		
Q9P2R3	erythrocytes		
Q9P2T1	erythrocytes		
Q9P2W9	erythrocytes		
Q9P2X0	erythrocytes		
Q9UBC2	erythrocytes		
Q9UBF2	erythrocytes		
Q9UBN7	erythrocytes		
Q9UBQ0	erythrocytes		
Q9UBQ7	erythrocytes		
Q9UBS4	erythrocytes		
Q9UBS8	erythrocytes		
Q9UBV8	erythrocytes		
Q9UBW8	erythrocytes		
Q9UDX3	erythrocytes		
Q9UDY4	erythrocytes		
Q9UDY6	erythrocytes		
Q9UEU0	erythrocytes		
Q9UEY8	erythrocytes		
Q9UFG5	erythrocytes		
Q9UG01	erythrocytes		
Q9UG56	erythrocytes		
Q9UGL1	erythrocytes		
Q9UGM5	plasma		
Q9UH17	erythrocytes		
Q9UH65	erythrocytes		
Q9UHA4	erythrocytes		
Q9UHD1	erythrocytes		
Q9UHD9	erythrocytes		
Q9UHG3	erythrocytes		
Q9UHG3	plasma		
Q9UHJ6	erythrocytes		
Q9UHP3	erythrocytes		
Q9UHQ4	erythrocytes		
Q9UHV9	erythrocytes		
Q9UHW9	erythrocytes		
Q9UHY1	erythrocytes		
Q9UHY7	erythrocytes		
Q9UI10	erythrocytes		
Q9UI12	erythrocytes		
Q9UI26	erythrocytes		
Q9UIA9	erythrocytes		
Q9UIC8	erythrocytes		
Q9UIJ5	erythrocytes		
Q9UIQ6	erythrocytes		
Q9UIW2	erythrocytes		
Q9UJ41	erythrocytes		
Q9UJ55	erythrocytes		
Q9UJC5	erythrocytes		
Q9UJU6	erythrocytes		
Q9UJW0	erythrocytes		
Q9UJX2	erythrocytes		
Q9UJX4	erythrocytes		
Q9UJX5	erythrocytes		
Q9UK32	erythrocytes		
Q9UK41	erythrocytes		
Q9UK55	plasma		
Q9UK76	erythrocytes		
Q9UKJ5	erythrocytes		
Q9UKK9	erythrocytes		
Q9UKR5	erythrocytes		
Q9UKU0	erythrocytes		
Q9UKV8	erythrocytes		
Q9UKX7	erythrocytes		
Q9UKY7	erythrocytes		
Q9UL15	erythrocytes		
Q9UL25	erythrocytes		
Q9UL26	erythrocytes		
Q9UL46	erythrocytes		
Q9ULA0	erythrocytes		
Q9ULC3	erythrocytes		
Q9ULC4	erythrocytes		
Q9ULC5	erythrocytes		
Q9ULH1	erythrocytes		
Q9ULP9	erythrocytes		
Q9ULT0	erythrocytes		
Q9ULV4	erythrocytes		
Q9UM00	erythrocytes		
Q9UM47	erythrocytes		
Q9UMX0	erythrocytes		
Q9UMX5	erythrocytes		
Q9UN37	erythrocytes		
Q9UN86	erythrocytes		
Q9UNE7	erythrocytes		
Q9UNF0	erythrocytes		
Q9UNH7	erythrocytes		
Q9UNL2	erythrocytes		
Q9UNM6	erythrocytes		
Q9UNN5	erythrocytes		
Q9UNN8	plasma		
Q9UNQ0	erythrocytes		
Q9UNS2	erythrocytes		
Q9UNW1	erythrocytes		
Q9UNW1	plasma		
Q9UNZ2	erythrocytes		
Q9UPN7	erythrocytes		
Q9UPU5	erythrocytes		
Q9UQ16	erythrocytes		
Q9UQ80	erythrocytes		
Q9UQ90	erythrocytes		
Q9Y230	erythrocytes		
Q9Y262	erythrocytes		
Q9Y263	erythrocytes		
Q9Y265	erythrocytes		
Q9Y277	erythrocytes		
Q9Y281	erythrocytes		
Q9Y282	erythrocytes		
Q9Y285	erythrocytes		
Q9Y2B0	erythrocytes		
Q9Y2G3	erythrocytes		
Q9Y2G8	erythrocytes		
Q9Y2H0	erythrocytes		
Q9Y2I8	erythrocytes		
Q9Y2J2	erythrocytes		
Q9Y2L5	erythrocytes		
Q9Y2Q5	erythrocytes		
Q9Y2T7	erythrocytes		
Q9Y2V2	erythrocytes		
Q9Y2X8	erythrocytes		
Q9Y2Z0	erythrocytes		
Q9Y315	erythrocytes		
Q9Y320	erythrocytes		
Q9Y333	erythrocytes		
Q9Y371	erythrocytes		
Q9Y376	erythrocytes		
Q9Y394	erythrocytes		
Q9Y3A6	erythrocytes		
Q9Y3B3	erythrocytes		
Q9Y3B8	erythrocytes		
Q9Y3C5	erythrocytes		
Q9Y3C6	erythrocytes		
Q9Y3C8	erythrocytes		
Q9Y3D6	erythrocytes		
Q9Y3E0	erythrocytes		
Q9Y3E5	erythrocytes		
Q9Y3I1	erythrocytes		
Q9Y3L5	erythrocytes		
Q9Y3Q3	erythrocytes		
Q9Y3Q8	erythrocytes		
Q9Y3S1	erythrocytes		
Q9Y3U8	erythrocytes		
Q9Y3X0	erythrocytes		
Q9Y426	erythrocytes		
Q9Y450	erythrocytes		
Q9Y484	erythrocytes		
Q9Y490	erythrocytes		
Q9Y4B6	erythrocytes		
Q9Y4C1	erythrocytes		
Q9Y4D1	erythrocytes		
Q9Y4D2	erythrocytes		
Q9Y4D8	erythrocytes		
Q9Y4E8	erythrocytes		
Q9Y4G6	erythrocytes		
Q9Y4G8	erythrocytes		
Q9Y4H2	erythrocytes		
Q9Y4I1	erythrocytes		
Q9Y4K4	erythrocytes		
Q9Y4L1	erythrocytes		
Q9Y4P1	erythrocytes		
Q9Y4P8	erythrocytes		
Q9Y4X5	erythrocytes		
Q9Y570	erythrocytes		
Q9Y5H0	erythrocytes		
Q9Y5K5	erythrocytes		
Q9Y5K6	erythrocytes		
Q9Y5K8	erythrocytes		
Q9Y5L0	erythrocytes		
Q9Y5P6	erythrocytes		
Q9Y5R8	erythrocytes		
Q9Y5S1	erythrocytes		
Q9Y5S2	erythrocytes		
Q9Y5U9	erythrocytes		
Q9Y5X1	erythrocytes		
Q9Y5X2	erythrocytes		
Q9Y5X3	erythrocytes		
Q9Y5Y2	erythrocytes		
Q9Y5Y7	plasma		
Q9Y5Z4	erythrocytes		
Q9Y613	erythrocytes		
Q9Y617	erythrocytes		
Q9Y624	erythrocytes		
Q9Y639	erythrocytes		
Q9Y666	erythrocytes		
Q9Y673	erythrocytes		
Q9Y678	erythrocytes		
Q9Y679	erythrocytes		
Q9Y696	erythrocytes		
Q9Y6A9	erythrocytes		
Q9Y6B6	erythrocytes		
Q9Y6C9	erythrocytes		
Q9Y6D6	erythrocytes		
Q9Y6E0	erythrocytes		
Q9Y6I3	erythrocytes		
Q9Y6M4	erythrocytes		
Q9Y6M5	erythrocytes		
Q9Y6R7	plasma		
Q9Y6V0	erythrocytes		
Q9Y6W5	erythrocytes		
Q9Y6X8	erythrocytes		
Q9Y6Y8	erythrocytes		
Q9Y6Z7	plasma		
