row_index	identity_cell	gene_cell	entry	entry_token_rank	outcome	tokens_checked	published_share_percent
883	P07902;P07902-2;H0YJL3;G3V3U5;G3V223;F2Z2X9;G3V4G9	GALT	P07902	1	member	1:P07902:reviewed_human	0.000028
884	Q14697;F5H6X6	GANAB	Q14697	1	member	1:Q14697:reviewed_human	0.009078
885	Q14697-2;E9PKU7;E9PNH1;Q14697-3	GANAB	Q14697	1	member_duplicate_entry	1:Q14697:reviewed_human	0.000000
886	P04406	GAPDH	P04406	1	member	1:P04406:reviewed_human	0.476834
887	P04406-2;E7EUT5	GAPDH	P04406	1	member_duplicate_entry	1:P04406:reviewed_human	0.000000
888	O14556	GAPDHS	O14556	1	member	1:O14556:reviewed_human	0.000000
889	Q14C86-2;Q14C86;Q14C86-6;Q14C86-4;Q14C86-5;H0Y7I9	GAPVD1	Q14C86	1	member	1:Q14C86:reviewed_human	0.015742
890	Q14C86-3;F8W9S7;C9IZ08;B4DGD8;H0Y4E7;B0QZ65;A0A0A0MQV8;C9IZX9	GAPVD1	Q14C86	1	member_duplicate_entry	1:Q14C86:reviewed_human	0.000000
891	P22102;P22102-2;F8WD69	GART	P22102	1	member	1:P22102:reviewed_human	0.000589
892	Q8NHY3;A0A0C4DGV2;A0A075B7B7;Q8NHY3-2	GAS2L2	Q8NHY3	1	member	1:Q8NHY3:reviewed_human	0.000000
893	Q04446;E9PGM4	GBE1	Q04446	1	member	1:Q04446:reviewed_human	0.001955
894	Q92538;Q92538-3;Q92538-2	GBF1	Q92538	1	member	1:Q92538:reviewed_human	0.009169
895	P02774;D6RBJ7;D6RF35;P02774-2;P02774-3	GC	P02774	1	member	1:P02774:reviewed_human	0.000000
896	P48506;E1CEI4;A0A0C4DGB2;D6R959;H0Y9I7;D6REX4;H0YAB6;D6RGF8;O43432-2	GCLC	P48506	1	member	1:P48506:reviewed_human	0.083238
897	P48507;P48507-2	GCLM	P48507	1	member	1:P48507:reviewed_human	0.025992
898	Q9NZC3;H3BRL5;H3BNA5;H3BU22	GDE1	Q9NZC3	1	member	1:Q9NZC3:reviewed_human	0.000034
899	P31150;G5E9U5	GDI1	P31150	1	member	1:P31150:reviewed_human	0.001805
900	P50395;P50395-2;Q5SX87;Q5SX86;V9GYF8;Q5SX90;Q5SX91;V9GYJ7;F8WE59	GDI2	P50395	1	member	1:P50395:reviewed_human	0.118411
901	Q8N9F7;J3QRR6;Q8N9F7-2;Q8N9F7-3	GDPD1	Q8N9F7	1	member	1:Q8N9F7:reviewed_human	0.000000
902	Q8TEQ6	GEMIN5	Q8TEQ6	1	member	1:Q8TEQ6:reviewed_human	0.000000
903	Q7L5D6;Q7L5D6-2;C9JPA8;C9JHN8;C9JY46	GET4	Q7L5D6	1	member	1:Q7L5D6:reviewed_human	0.000084
904	Q9BVM4	GGACT	Q9BVM4	1	member	1:Q9BVM4:reviewed_human	0.010602
905	O75223;M0QZK8;O75223-3;B8ZZK2;H7BZK5;O75223-2;O75223-4;A0A0B4J1Y4	GGCT	O75223	1	member	1:O75223:reviewed_human	0.002926
906	Q9NWU2	GID8	Q9NWU2	1	member	1:Q9NWU2:reviewed_human	0.000000
907	Q9H4G4;Q5VZR0;A0A087WUM5;A0A088AWP7	GLIPR2	Q9H4G4	1	member	1:Q9H4G4:reviewed_human	0.004511
908	Q92990;Q92990-2;M0QX84	GLMN	Q92990	1	member	1:Q92990:reviewed_human	0.000000
909	Q04760;Q04760-2	GLO1	Q04760	1	member	1:Q04760:reviewed_human	0.033215
910	Q9HC38-2;F6TLX2;Q9HC38;I3L3Q4;Q9HC38-3;I3L1I0;I3L1F4	GLOD4	Q9HC38	1	member	1:Q9HC38:reviewed_human	0.017752
911	P35754	GLRX	P35754	1	member	1:P35754:reviewed_human	0.033472
912	O76003	GLRX3	O76003	1	member	1:O76003:reviewed_human	0.013661
913	Q86SX6	GLRX5	Q86SX6	1	member	1:Q86SX6:reviewed_human	0.000162
914	P15104;A0A087WYJ1	GLUL	P15104	1	member	1:P15104:reviewed_human	0.000166
915	O60547;O60547-2	GMDS	O60547	1	member	1:O60547:reviewed_human	0.000211
916	P60983;G3V4P8;M0QYJ8	GMFB	P60983	1	member	1:P60983:reviewed_human	0.001327
917	O60234;M0QYG8;M0R1D2;M0R0C1;M0QX47	GMFG	O60234	1	member	1:O60234:reviewed_human	0.000265
918	Q96IJ6;Q96IJ6-2;A0A087WUI8;F8WD54;C9J255;C9JAH0	GMPPA	Q96IJ6	1	member	1:Q96IJ6:reviewed_human	0.005821
919	Q9Y5P6;Q9Y5P6-2	GMPPB	Q9Y5P6	1	member	1:Q9Y5P6:reviewed_human	0.002553
920	P36959;Q9P0U4;Q9P0U4-2	GMPR	P36959	1	member	1:P36959:reviewed_human	0.026465
921	H0YNS9	GMPR2	Q9P2T1	gene	member_via_gene	1:H0YNS9:unreviewed/9606; gene:GMPR2:Q9P2T1	0.000000
922	Q9P2T1;Q9P2T1-3;Q9P2T1-2;H0YMB3;H0YNJ6;H0YLV5;A0A087WWM4;F8WAN9;H0YNH0;H0YK13;H0YMV5;H0YLB8;H0YMR9;H0YK71;H0YN22;A0A0B4J281;H0YMG3;H0YMW6;H0YKK3;H0YN74;H0YL68;H0YKE1	GMPR2	Q9P2T1	1	member_duplicate_entry	1:Q9P2T1:reviewed_human	0.006002
923	P49915;P49915-2	GMPS	P49915	1	member	1:P49915:reviewed_human	0.000873
924	P29992;K7EL62;A0A087WVZ3	GNA11	P29992	1	member	1:P29992:reviewed_human	0.000320
925	Q14344;Q14344-2	GNA13	Q14344	1	member	1:Q14344:reviewed_human	0.013788
926	O95837	GNA14	O95837	1	member	1:O95837:reviewed_human	0.000000
927	P63096;P63096-2;C9JPP4;C9JL77	GNAI1	P63096	1	member	1:P63096:reviewed_human	0.000466
928	P04899;P04899-4;P04899-3;P04899-5;P04899-2;P04899-6;P09471-2;F8WE78	GNAI2	P04899	1	member	1:P04899:reviewed_human	0.002090
929	P08754;P19087;P09471;A8MTJ3;P11488;H3BTM2	GNAI3	P08754	1	member	1:P08754:reviewed_human	0.002393
930	P38405-3	GNAL	P38405	1	member	1:P38405:reviewed_human	0.000000
931	P50148;B1AM21;Q03113;E9PC54;Q03113-3;Q03113-2	GNAQ	P50148	1	member	1:P50148:reviewed_human	0.010954
932	P63092-3;P63092;P63092-2;P63092-4;Q5JWF2-2;Q5JWF2;S4R3E3;H0Y7F4;A0A0A0MR13;Q5JWE9;P38405;P38405-2;S4R3V9;A2A2R6;Q5JWD1;K7EQ80;K7EPE2;A0A087WTB6;H0Y7E8;A0A087WZE5	GNAS	P63092	1	member	1:P63092:reviewed_human	0.001898
933	P19086	GNAZ	P19086	1	member	1:P19086:reviewed_human	0.000026
934	P62873;P62873-2;B3KVK2;F6X3N5;F6UT28;B1AKQ8;P16520;F5H0S8;E9PCP0;F5H8J8;F5H100;P16520-2	GNB1	P62873	1	member	1:P62873:reviewed_human	0.003775
935	P62879;E7EP32;C9JXA5;C9JIS1;P62879-2;C9JZN1	GNB2	P62879	1	member	1:P62879:reviewed_human	0.000261
936	Q9HAV0;C9JD14;H7C5J5	GNB4	Q9HAV0	1	member	1:Q9HAV0:reviewed_human	0.000000
937	P59768;G3V3J9;G3V2N0;G3V2C9;G3V415	GNG2	P59768	1	member	1:P59768:reviewed_human	0.000016
938	P63218	GNG5	P63218	1	member	1:P63218:reviewed_human	0.001181
939	O60262	GNG7	O60262	1	member	1:O60262:reviewed_human	0.000000
940	P36915;P36915-2;A2AB27	GNL1	P36915	1	member	1:P36915:reviewed_human	0.002483
941	P46926;D6R9P4;D6RAY7;D6RFF8;P46926-2;D6RB13;D6R917;V9GYK3;V9GYW0;D6RFK5	GNPDA1	P46926	1	member	1:P46926:reviewed_human	0.001426
942	Q8TDQ7;Q8TDQ7-2;Q8TDQ7-3;Q8TDQ7-4;Q8TDQ7-5	GNPDA2	Q8TDQ7	1	member	1:Q8TDQ7:reviewed_human	0.000066
943	A6NEM1;A6NEF3;D6RB28;H0YKK7;A6NEY3;J3KQ80;A0A0G2JNH6;A0A0G2JM30;A0A087X0T7;A0A087WVD5;A6NEM1-2	GOLGA6L9;GOLGA6L4;GOLGA6L18;GOLGA6L19;GOLGA6L3;GOLGA6L10	A6NEM1	1	member	1:A6NEM1:reviewed_human	0.000212
944	Q7Z5G4;Q7Z5G4-3;Q2TAP0;M0R0R5	GOLGA7	Q7Z5G4	1	member	1:Q7Z5G4:reviewed_human	0.000022
945	Q9H4A6;D6REM1	GOLPH3	Q9H4A6	1	member	1:Q9H4A6:reviewed_human	0.000000
946	Q9Y3E0;G3V1U5;F5H6U7;F5GWD8;F5GXH6	GOLT1B	Q9Y3E0	1	member	1:Q9Y3E0:reviewed_human	0.000052
947	Q9H8Y8;Q9H8Y8-2;Q9H8Y8-3	GORASP2	Q9H8Y8	1	member	1:Q9H8Y8:reviewed_human	0.000000
948	O14653;I3L1K7;I3L4Z6;E7EQ34;O14653-3;O14653-2;I3L3V4;I3L0K1	GOSR2	O14653	1	member	1:O14653:reviewed_human	0.000020
949	P17174;P17174-2	GOT1	P17174	1	member	1:P17174:reviewed_human	0.039378
950	P00505;P00505-2	GOT2	P00505	1	member	1:P00505:reviewed_human	0.000000
951	Q9NQX3;Q9NQX3-2;F5H039;H0YJ30;G3V582;H0YJR5;G3V4R0;G3V355	GPHN	Q9NQX3	1	member	1:Q9NQX3:reviewed_human	0.008740
952	P06744;A0A0A0MTS2;P06744-2;K7EQ48;K7EPY4;K7EP41;K7ERC6;K7ENA0;K7ELR7;K7ERK8;K7EIL4	GPI	P06744	1	member	1:P06744:reviewed_human	0.018665
953	Q9NPR9;M0QYF6;M0R1G1	GPR108	Q9NPR9	1	member	1:Q9NPR9:reviewed_human	0.000000
954	Q86V85	GPR180	Q86V85	1	member	1:Q86V85:reviewed_human	0.000046
955	B7ZAQ6;B7ZAQ6-2;B7ZAQ6-3;P0CG08;A6NKF9;U3KPV2;E9PKY3;A0A087WW78;A0A087WW82	GPR89A;GPR89B;GPR89C	B7ZAQ6	1	member	1:B7ZAQ6:reviewed_human	0.000000
956	Q8WXG9;Q8WXG9-2;Q8WXG9-3	GPR98	Q8WXG9	1	member	1:Q8WXG9:reviewed_human	0.000000
957	Q5T6X5;Q5T6X5-2;Q5T6X5-3	GPRC6A	Q5T6X5	1	member	1:Q5T6X5:reviewed_human	0.000000
958	A0A096LP07;A8K070;A0A096LPJ3;J3KSA5;J3KRJ4;J3QLT0;J3KTB0;J3QS88;J3QL53;J3QLE8;J3KRE8;J3QS84;J3QQX0	GPS1	Q13098	gene	member_via_gene	1:A0A096LP07:unreviewed/9606; 2:A8K070:unreviewed/9606; 3:A0A096LPJ3:unreviewed/9606; 4:J3KSA5:unreviewed/9606; 5:J3KRJ4:unreviewed/9606; 6:J3QLT0:unreviewed/9606; 7:J3KTB0:unreviewed/9606; 8:J3QS88:unreviewed/9606; 9:J3QL53:unreviewed/9606; 10:J3QLE8:unreviewed/9606; 11:J3KRE8:unreviewed/9606; 12:J3QS84:unreviewed/9606; 13:J3QQX0:unreviewed/9606; gene:GPS1:Q13098	0.000075
959	C9JFE4;Q13098-5;Q13098-7;Q13098;Q13098-6	GPS1	Q13098	2	member_duplicate_entry	1:C9JFE4:unreviewed/9606; 2:Q13098:reviewed_human	0.023939
960	P24298	GPT	P24298	1	member	1:P24298:reviewed_human	0.000118
961	P07203;A0A087WUQ6;P07203-2	GPX1	P07203	1	member	1:P07203:reviewed_human	0.047335
962	P36969;A0A087X2I2;A0A087WT12;P36969-2;K7ERP4;K7EJ20;K7EKX7;K7ENB4;R4GNE4;A0A0A0MTT1;A0A087X247	GPX4	P36969	1	member	1:P36969:reviewed_human	0.002415
963	Q9UBQ7;U3KQ56;Q9UBQ7-2	GRHPR	Q9UBQ7	1	member	1:Q9UBQ7:reviewed_human	0.006929
964	H0YCP9;E9PPG3;H0YEI4;Q7Z429;H0YC98	GRINA	Q7Z429	4	member_via_later_token	1:H0YCP9:unreviewed/9606; 2:E9PPG3:unreviewed/9606; 3:H0YEI4:unreviewed/9606; 4:Q7Z429:reviewed_human	0.000000
965	P43250-2;P43250;P43250-3;F8W9W2;D6RHX8;D6RHC7;D6RDA3;P34947;P32298;D6R9V4;P32298-3;P32298-4;P32298-2	GRK6	P43250	1	member	1:P43250:reviewed_human	0.000619
966	Q5TC63;Q5TC63-2;Q5TC63-3	GRTP1	Q5TC63	1	member	1:Q5TC63:reviewed_human	0.000101
967	P57764;G3V1A6	GSDMD	P57764	1	member	1:P57764:reviewed_human	0.000003
968	P49840;A8MT37;M0QYV0;P49841;P49841-2	GSK3A	P49840	1	member	1:P49840:reviewed_human	0.000000
969	P06396;A0A0A0MS51;A0A0A0MT01;CON__Q3SX14;P06396-2;P06396-4;P06396-3;Q5T0H8;Q5T0I1;Q5T0I0	GSN	P06396	1	member	1:P06396:reviewed_human	0.000112
970	P15170-3;P15170-2;P15170;H3BR35;Q8IYD1;H3BSV8;H3BMT9	GSPT1	P15170	1	member	1:P15170:reviewed_human	0.000874
971	P00390;P00390-2;P00390-3;P00390-4;P00390-5;E5RI06;H0YC68	GSR	P00390	1	member	1:P00390:reviewed_human	0.038509
972	P48637;P48637-2	GSS	P48637	1	member	1:P48637:reviewed_human	0.027108
973	P09210;P08263	GSTA2;GSTA1	P09210	1	member	1:P09210:reviewed_human	0.000064
974	P28161;E9PLF1;E9PHN7;E9PHN6;F6XZQ7;P28161-2;Q03013;P09488;P46439;P09488-2;H3BQT3;B9ZVX7;Q5T8Q9;A0A0A0MR85;Q5T8R1;E7EWW9;Q03013-3;Q03013-2	GSTM2	P28161	1	member	1:P28161:reviewed_human	0.000256
975	P21266;A0A0A0MTN3	GSTM3	P21266	1	member	1:P21266:reviewed_human	0.001922
976	P78417;P78417-3;Q5TA02;P78417-2;Q5TA01	GSTO1	P78417	1	member	1:P78417:reviewed_human	0.272881
977	P09211;A8MX94;A0A087X2E9;A0A087X243	GSTP1	P09211	1	member	1:P09211:reviewed_human	0.024978
978	P30711;A0A0G2JRQ5;A0A0G2JQM0;A0A0G2JRN4;P30711-2;A0A0G2JQD2;A0A0G2JMS2;A0A0G2JQD8;A0A0G2JRG0;Q4W251;A0A0G2JRJ5	GSTT1	P30711	1	member	1:P30711:reviewed_human	0.010697
979	O00178;B0QY59;F5H716;F5H257	GTPBP1	O00178	1	member	1:O00178:reviewed_human	0.000222
980	Q96NT3-2;Q96NT3-3;Q96NT3;B5MCF3;E7EX77;E9PGZ7;A0A087WVD9	GUCD1	Q96NT3	1	member	1:Q96NT3:reviewed_human	0.000068
981	Q8N442	GUF1	Q8N442	1	member	1:Q8N442:reviewed_human	0.000000
982	B1ANH0;Q16774-2;B1ANG9;Q16774-3	GUK1	Q16774	2	member_via_later_token	1:B1ANH0:unreviewed/9606; 2:Q16774:reviewed_human	0.000035
983	Q16774;B1ANH5;B1ANH6;B1ANH2;B1ANH3	GUK1	Q16774	1	member_duplicate_entry	1:Q16774:reviewed_human	0.004410
984	P08236;P08236-2;P08236-3;F8WBK6;F2Z3L6	GUSB	P08236	1	member	1:P08236:reviewed_human	0.000000
985	P46976;P46976-2;C9JQ42;P46976-3;G5E9W8;C9J7C7;C9J8R8	GYG1	P46976	1	member	1:P46976:reviewed_human	0.000508
986	P02724;A0A087WU29;A0A0C4DFT7;P02724-3;P02724-2;Q13030;E7EQF3;E9PD10;E9PH25;REV__J3QSD7;REV__Q9NYV4-3;REV__Q9NYV4-2;REV__Q9NYV4	GYPA;GPErik	P02724	1	member	1:P02724:reviewed_human	0.014842
987	P04921;P04921-2;P04921-3;Q9UHC6;Q9UHC6-2	GYPC	P04921	1	member	1:P04921:reviewed_human	0.001580
988	P13807;P13807-2;P54840;M0QYU1	GYS1	P13807	1	member	1:P13807:reviewed_human	0.075180
989	P0C0S5;Q71UI9;C9J0D1;Q71UI9-2;Q71UI9-4;Q71UI9-5;E5RJU1	H2AFZ;H2AFV	P0C0S5	1	member	1:P0C0S5:reviewed_human	0.000000
990	Q9P035;H3BS72;H3BPZ1;Q9P035-2;H3BRL8;H3BMZ1	HACD3	Q9P035	1	member	1:Q9P035:reviewed_human	0.000356
991	Q8IYU2;Q8IYU2-3;Q8IYU2-4;Q8IYU2-2;E5RHI1;H0YAU8;H0YBH3	HACE1	Q8IYU2	1	member	1:Q8IYU2:reviewed_human	0.000134
992	P40939;H0YFD6;P40939-2	HADHA	P40939	1	member	1:P40939:reviewed_human	0.000000
993	H3BV79	HAGH	Q16775	gene	member_via_gene	1:H3BV79:unreviewed/9606; gene:HAGH:Q16775	0.000034
994	Q16775;Q16775-3	HAGH	Q16775	1	member_duplicate_entry	1:Q16775:reviewed_human	0.077824
995	Q16775-2;H3BPK3;H3BPQ4;H3BQW8	HAGH	Q16775	1	member_duplicate_entry	1:Q16775:reviewed_human	0.000130
996	P12081;P12081-4;B4DDD8;B3KWE1;P12081-3;P12081-2;E7ETE2;B4E1C5;P49590;D6RF05;D6RJE6;P49590-2	HARS	P12081	1	member	1:P12081:reviewed_human	0.000293
997	P69905	HBA1	P69905	1	member	1:P69905:reviewed_human	22.378467
998	G3V1N2	HBA2			no_reviewed_human_entry	1:G3V1N2:unreviewed/9606; gene:HBA2:unmapped	0.189468
999	F8W6P5	HBB	P68871	gene	member_via_gene	1:F8W6P5:unreviewed/9606; gene:HBB:P68871	0.004861
1000	P68871	HBB	P68871	1	member_duplicate_entry	1:P68871:reviewed_human	26.591212
1001	E9PEW8;C9JRG0;A8MUF7	HBD	P02042	gene	member_via_gene	1:E9PEW8:unreviewed/9606; 2:C9JRG0:unreviewed/9606; 3:A8MUF7:?/?; gene:HBD:P02042	0.004669
1002	P02042;E9PFT6	HBD	P02042	1	member_duplicate_entry	1:P02042:reviewed_human	4.042046
1003	P69891	HBG1	P69891	1	member	1:P69891:reviewed_human	0.092410
1004	E9PBW4	HBG2	P69892	gene	member_via_gene	1:E9PBW4:unreviewed/9606; gene:HBG2:P69892	0.000000
1005	P69892	HBG2	P69892	1	member_duplicate_entry	1:P69892:reviewed_human	0.539088
1006	Q6B0K9	HBM	Q6B0K9	1	member	1:Q6B0K9:reviewed_human	0.017982
1007	P09105;REV__B5MEC4	HBQ1	P09105	1	member	1:P09105:reviewed_human	0.055945
1008	Q9Y450;Q9Y450-4;B7Z524;H0YDX7;J3QT46;Q9Y450-2;E9PJ90;E9PN23;G5E991;E9PMN1;E9PLR4;H0YES5;E9PHZ9;E9PS53	HBS1L	Q9Y450	1	member	1:Q9Y450:reviewed_human	0.000053
1009	P02008	HBZ	P02008	1	member	1:P02008:reviewed_human	0.130296
1010	P51610;P51610-2;P51610-4;A6NEM2;P51610-3;H7C1C4	HCFC1	P51610	1	member	1:P51610:reviewed_human	0.000001
1011	P08631;H0Y3C5;J3KPD6;P08631-3;P08631-2;P08631-4	HCK	P08631	1	member	1:P08631:reviewed_human	0.000000
1012	P14317;E7EVW7;P14317-2;F8WDD5;F8WEZ6	HCLS1	P14317	1	member	1:P14317:reviewed_human	0.000197
1013	Q9UBN7;A6NDI8;E7EPS2;Q9UBN7-2;C9J172;E9PEH1;E7EP63;E7ER52;C9JEF4	HDAC6	Q9UBN7	1	member	1:Q9UBN7:reviewed_human	0.000007
1014	Q7Z4H3;Q7Z4H3-2;V9GYS5;V9GZ04;Q7Z4H3-3	HDDC2	Q7Z4H3	1	member	1:Q7Z4H3:reviewed_human	0.000558
1015	Q8N4P3;H0YNP9;Q8N4P3-2;H0YKT9	HDDC3	Q8N4P3	1	member	1:Q8N4P3:reviewed_human	0.000865
1016	P51858;P51858-3;P51858-2	HDGF	P51858	1	member	1:P51858:reviewed_human	0.003020
1017	Q08623;E7EVH9;Q08623-3;Q08623-4;Q08623-2	HDHD1	Q08623	1	member	1:Q08623:reviewed_human	0.000253
1018	Q9H0R4;K7ER15;K7EMY7;K7EQD2;K7EJQ8;Q9H0R4-2;K7EKX8	HDHD2	Q9H0R4	1	member	1:Q9H0R4:reviewed_human	0.002535
1019	Q7Z4Q2;Q7Z4Q2-2	HEATR3	Q7Z4Q2	1	member	1:Q7Z4Q2:reviewed_human	0.000000
1020	Q6AI08;K7ELR8;A0A087WXZ7;K7EIX2	HEATR6	Q6AI08	1	member	1:Q6AI08:reviewed_human	0.000000
1021	Q9NRV9;F5GWX2;H0YG71	HEBP1	Q9NRV9	1	member	1:Q9NRV9:reviewed_human	0.029895
1022	Q9Y5Z4;Q9Y5Z4-2;Q5THN1;C9IZA0	HEBP2	Q9Y5Z4	1	member	1:Q9Y5Z4:reviewed_human	0.000597
1023	Q5T447;Q5T447-2	HECTD3	Q5T447	1	member	1:Q5T447:reviewed_human	0.002892
1024	J3KPF0;F8VWT9;Q9Y4D8;Q9Y4D8-4;Q9Y4D8-2;Q9Y4D8-5;Q9Y4D8-3;F8VU57;V9GYT9	HECTD4	Q9Y4D8	3	member_via_later_token	1:J3KPF0:unreviewed/9606; 2:F8VWT9:unreviewed/9606; 3:Q9Y4D8:reviewed_human	0.005291
1025	Q9BXL5	HEMGN	Q9BXL5	1	member	1:Q9BXL5:reviewed_human	0.000256
1026	Q9BTY7;E9PIX0	HGH1	Q9BTY7	1	member	1:Q9BTY7:reviewed_human	0.001491
1027	O14964;O14964-2;I3L1P5;I3L1E3;I3L165;I3L2H4	HGS	O14964	1	member	1:O14964:reviewed_human	0.003975
1028	A8MVS5	HIDE1	A8MVS5	1	member	1:A8MVS5:reviewed_human	0.000000
1029	P49773;D6REP8;D6RE99;D6RD60;D6RC06;H0YC49	HINT1	P49773	1	member	1:P49773:reviewed_human	0.048750
1030	Q9NQE9	HINT3	Q9NQE9	1	member	1:Q9NQE9:reviewed_human	0.000000
1031	P0C0S8;Q9BTM1;Q99878;Q93077;Q7L7L0;P04908;Q96KK5;P20671;P16104;H0YFX9;Q9BTM1-2;Q8IUE6	HIST1H2AG;H2AFJ;HIST1H2AJ;HIST1H2AC;HIST3H2A;HIST1H2AB;HIST1H2AH;HIST1H2AD;H2AFX;HIST2H2AB	P0C0S8	1	member	1:P0C0S8:reviewed_human	0.001900
1032	Q99880;Q93079;Q99879;Q99877;Q5QNW6;P58876;O60814;P62807;U3KQK0;Q5QNW6-2;P57053;P33778;Q16778;P23527;P06899;Q8N257;Q96A08	HIST1H2BL;HIST1H2BH;HIST1H2BM;HIST1H2BN;HIST2H2BF;HIST1H2BD;HIST1H2BK;HIST1H2BC;H2BFS;HIST1H2BB;HIST2H2BE;HIST1H2BO;HIST1H2BJ;HIST3H2BB	Q99880	1	member	1:Q99880:reviewed_human	0.000829
1033	P68431;P84243;Q71DI3;Q16695;K7EK07;Q6NXT2;K7EMV3;B4DEB1;K7ES00;Q5TEC6;K7EP01	HIST1H3A;H3F3A;HIST2H3A;HIST3H3;H3F3B;H3F3C;HIST2H3PS2	P68431	1	member	1:P68431:reviewed_human	0.001030
1034	P62805	HIST1H4A	P62805	1	member	1:P62805:reviewed_human	0.000900
1035	Q6FI13;Q16777;Q96QV6;C9J386;Q71UI9-3	HIST2H2AA3;HIST2H2AC;HIST1H2AA	Q6FI13	1	member	1:Q6FI13:reviewed_human	0.000277
1036	Q5T1R4;Q5T1R4-2	HIVEP3	Q5T1R4	1	member	1:Q5T1R4:reviewed_human	0.000000
1037	Q8NCD3;Q8NCD3-3;Q8NCD3-2	HJURP	Q8NCD3	1	member	1:Q8NCD3:reviewed_human	0.000000
1038	P30453;P16190;P30459;P16189;Q9GJ45;P10314;P30457;P18462;A0A0G2JPD3;P30450;P30456	HLA-A	P04439	gene	member_via_gene	1:P30453:?/?; 2:P16190:?/?; 3:P30459:?/?; 4:P16189:?/?; 5:Q9GJ45:unreviewed/9606; 6:P10314:?/?; 7:P30457:?/?; 8:P18462:?/?; 9:A0A0G2JPD3:unreviewed/9606; 10:P30450:?/?; 11:P30456:?/?; gene:HLA-A:P04439	0.000000
1039	P01891;P10316;P01892;A0A0G2JNY4;B0UXQ0;P16188;P30512;P30460;P30466;A0A087WWL9;Q29940;P30493;P30480;P30479;P30462;P18463;P04439;Q9TNN7;P10321;A2BF26;Q5SRN7;O19617;A0A0G2JIF0;Q5SRN5;A2AEA2;A0A0G2JH50;Q29960-2;P30492;P13746;Q29963;Q29960;Q07000;P30508;P30505;P13746-2;P30455;P01889;Q31612;P05534;A0A0G2JI36;A0A0G2JIF2;A0A0G2JL56;Q95365;Q31610;Q29836;Q29718;Q04826;P30685;P30498;P30495;P30491;P30490;P30488;P30487;P30486;P30485;P30484;P30483;P30481;P30475;P30464;P30461;P18464;P03989;P30447;P30443;P30501;Q09160;P30499;P18465;P10319;P01893;Q29865;P30510;P30504;Q95604;F6U0H7	HLA-A;HLA-B;HLA-C	P04439	17	member_duplicate_entry	1:P01891:?/?; 2:P10316:?/?; 3:P01892:?/?; 4:A0A0G2JNY4:?/?; 5:B0UXQ0:unreviewed/9606; 6:P16188:?/?; 7:P30512:?/?; 8:P30460:?/?; 9:P30466:?/?; 10:A0A087WWL9:?/?; 11:Q29940:?/?; 12:P30493:?/?; 13:P30480:?/?; 14:P30479:?/?; 15:P30462:?/?; 16:P18463:?/?; 17:P04439:reviewed_human	0.000000
1040	P13747;Q6DU44	HLA-E	P13747	1	member	1:P13747:reviewed_human	0.000000
1041	Q8TCT9;Q8TCT9-5;Q8TCT9-2;A0A075B6F6;Q8TCT9-4;A0A0C4DGU3	HM13	Q8TCT9	1	member	1:Q8TCT9:reviewed_human	0.000071
1042	P08397;P08397-2;F5H345;P08397-4;P08397-3;F5GY90;F5H226;F5H0P4;F5H4X2;F5H4W5	HMBS	P08397	1	member	1:P08397:reviewed_human	0.062904
1043	Q92619;F5H1R4;K7ES98;K7EM85;Q92619-2;K7ES92	HMHA1	Q92619	1	member	1:Q92619:reviewed_human	0.000000
1044	Q9UK76;Q9UK76-2;J3KT51;J3KSH8;Q9UK76-3	HN1	Q9UK76	1	member	1:Q9UK76:reviewed_human	0.000020
1045	Q9H910;H3BU16;A6NGP5;Q9H910-2;Q9H910-3;H3BMT0;H3BTV5;H3BMV3	HN1L	Q9H910	1	member	1:Q9H910:reviewed_human	0.000171
1046	P09651;F8W6I7;P09651-3;P09651-2;F8VZ49;Q32P51;F8VTQ5;F8W646;F8VYN5;H0YH80	HNRNPA1;HNRNPA1L2	P09651	1	member	1:P09651:reviewed_human	0.004236
1047	P22626;P22626-2;A0A087WUI2	HNRNPA2B1	P22626	1	member	1:P22626:reviewed_human	0.000174
1048	P51991;P51991-2	HNRNPA3	P51991	1	member	1:P51991:reviewed_human	0.000029
1049	Q99729-3;D6R9P3;D6RD18;D6RBZ0;A0A087WZV1;Q99729-2;Q99729;Q99729-4	HNRNPAB	Q99729	1	member	1:Q99729:reviewed_human	0.000222
1050	P07910;P07910-2;G3V576;G3V4W0;B4DY08;B2R5W2;G3V4C1;G3V2Q1;P07910-4;G3V555;G3V575;P07910-3;O60812;B7ZW38;B2RXH8;G3V5X6;G3V3K6;G3V251;B4DSU6;A0A0G2JPF8;A0A0G2JNQ3;P0DMR1;G3V2H6;G3V4M8;G3V5V7;G3V2D6	HNRNPC;HNRNPCL1;HNRNPCL3;HNRNPCL2;HNRNPCL4	P07910	1	member	1:P07910:reviewed_human	0.000133
1051	Q14103;Q14103-3;H0YA96;H0Y8G5;Q14103-4;Q14103-2;D6RF44;D6RAF8;D6RBQ9	HNRNPD	Q14103	1	member	1:Q14103:reviewed_human	0.000265
1052	P52597	HNRNPF	P52597	1	member	1:P52597:reviewed_human	0.000639
