row_index	identity_cell	gene_cell	entry	entry_token_rank	outcome	tokens_checked	published_share_percent
694	P29692;P29692-2;E9PRY8;P29692-3;E9PK01;E9PQZ1;P29692-4;E9PI39;A0A087X1X7;E9PQ49;E9PPR1;E9PL12;E9PL71;E9PMW7;E9PN91;E9PIZ1;H0YE72;H0YCK7;H0YE58;E9PK06;E9PKK3;E9PK72;E9PJD0;E9PNW6;E9PQC9;Q658K8	EEF1D	P29692	1	member	1:P29692:reviewed_human	0.000330
695	P26641;P26641-2	EEF1G	P26641	1	member	1:P26641:reviewed_human	0.001241
696	P13639;Q15029;M0R0I6;K7EJ74;K7EP67;Q15029-2;Q15029-3	EEF2	P13639	1	member	1:P13639:reviewed_human	0.007668
697	P57772;P57772-2;C9J8T0	EEFSEC	P57772	1	member	1:P57772:reviewed_human	0.000009
698	Q7L9B9	EEPD1	Q7L9B9	1	member	1:Q7L9B9:reviewed_human	0.000000
699	O95967;H0YCR9;H0YEU0;E9PI47	EFEMP2	O95967	1	member	1:O95967:reviewed_human	0.000000
700	P98172;P52799	EFNB1	P98172	1	member	1:P98172:reviewed_human	0.000188
701	Q14156;Q14156-3;Q14156-2;E5RJS1;Q9Y2G0;H7BXG9;E7ESK9;Q9Y2G0-3	EFR3A	Q14156	1	member	1:Q14156:reviewed_human	0.000073
702	Q8NDI1;Q8NDI1-3;Q8NDI1-2	EHBP1	Q8NDI1	1	member	1:Q8NDI1:reviewed_human	0.000000
703	Q8N3D4;E9PIH6;H0YDZ9;E9PSB0	EHBP1L1	Q8N3D4	1	member	1:Q8N3D4:reviewed_human	0.001506
704	Q9H4M9;A0A024R571;C9JC03;C9J2Z4;Q9NZN3;C9JIJ3;C9IZH1;A0A0C4DH83;C9JDQ8;Q9NZN3-2	EHD1	Q9H4M9	1	member	1:Q9H4M9:reviewed_human	0.003373
705	Q9H223;A0A087WUA5	EHD4	Q9H223	1	member	1:Q9H223:reviewed_human	0.000000
706	Q08426;Q08426-2	EHHADH	Q08426	1	member	1:Q08426:reviewed_human	0.000052
707	P47813;O14602;X6RAC9;A6NJH9	EIF1AX;EIF1AY	P47813	1	member	1:P47813:reviewed_human	0.001626
708	Q14232;F5H0D0;Q14232-2;H0YGG4	EIF2B1	Q14232	1	member	1:Q14232:reviewed_human	0.000237
709	P49770;H0YJJ8;G3V5E5;H0YK01	EIF2B2	P49770	1	member	1:P49770:reviewed_human	0.002952
710	Q9NR50;Q9NR50-3;Q9NR50-2;H0Y580;A0A0D9SEN0	EIF2B3	Q9NR50	1	member	1:Q9NR50:reviewed_human	0.000240
711	Q9UI10;A0A087WTA5;Q9UI10-3;Q9UI10-2;E7ERK9;H7C2L8;A0A087WW69;F8W8L6	EIF2B4	Q9UI10	1	member	1:Q9UI10:reviewed_human	0.000197
712	Q13144;E9PC74;C9JRD9;H7C2X0	EIF2B5	Q13144	1	member	1:Q13144:reviewed_human	0.001363
713	P41214;P41214-2;Q5SY38;A0A087X1L6;A0A087WVB6	EIF2D	P41214	1	member	1:P41214:reviewed_human	0.000000
714	P05198;G3V4T5;H0YJS4	EIF2S1	P05198	1	member	1:P05198:reviewed_human	0.001893
715	P20042	EIF2S2	P20042	1	member	1:P20042:reviewed_human	0.001733
716	P41091;Q2VIR3;F8W810;Q2VIR3-2;H7BZU1	EIF2S3;EIF2S3L	P41091	1	member	1:P41091:reviewed_human	0.001835
717	Q14152;Q14152-2	EIF3A	Q14152	1	member	1:Q14152:reviewed_human	0.000020
718	P55884;P55884-2;C9JZG1;C9JQN7	EIF3B	P55884	1	member	1:P55884:reviewed_human	0.000170
719	Q99613;B5ME19;Q99613-2;H3BPE4	EIF3C;EIF3CL	Q99613	1	member	1:Q99613:reviewed_human	0.000000
720	O15371;O15371-2;O15371-3	EIF3D	O15371	1	member	1:O15371:reviewed_human	0.000098
721	P60228;E5RGA2;E5RHS5;E5RIP5;E5RJ25;E5RII3;E5RIT4;H0YAW4;H0YBR5	EIF3E	P60228	1	member	1:P60228:reviewed_human	0.004818
722	O00303;H0YDT6;E9PQV8;A0A0D9SEZ9	EIF3F	O00303	1	member	1:O00303:reviewed_human	0.000701
723	O75821;K7EL20;K7ER90;K7ENA8;K7EP16	EIF3G	O75821	1	member	1:O75821:reviewed_human	0.000000
724	O75822;O75822-3;O75822-2;H0YGJ7;H0YLP3	EIF3J	O75822	1	member	1:O75822:reviewed_human	0.001973
725	Q9Y262;B0QY90;B0QY89;Q9Y262-2;H0Y7E6;C9JHP4;C9K0Q7	EIF3L	Q9Y262	1	member	1:Q9Y262:reviewed_human	0.000000
726	Q7L2H7;H0YCQ8;Q7L2H7-2;E7ESM3;J3KNJ2;E9PN86	EIF3M	Q7L2H7	1	member	1:Q7L2H7:reviewed_human	0.000025
727	P60842;J3KT12;P60842-2;J3KTB5;J3QS69;J3QL43;J3KSZ0;J3QR64;J3QLN6;J3KS25;J3KTN0;J3QKZ9;J3QL52;J3KS93	EIF4A1	P60842	1	member	1:P60842:reviewed_human	0.024782
728	Q14240;Q14240-2;E7EQG2;J3KSN7;E7EMV8;J3KT04	EIF4A2	Q14240	1	member	1:Q14240:reviewed_human	0.004347
729	P38919;I3L3H2;J3QQP0;E9PBH4;F8WE11	EIF4A3	P38919	1	member	1:P38919:reviewed_human	0.000223
730	P23588;E7EX17;P23588-2;F8VX11;F8VP89;F8VSC7;F8W0K0;F8VYE9;F8VRU1	EIF4B	P23588	1	member	1:P23588:reviewed_human	0.007667
731	P06730;P06730-2;D6RBW1;P06730-3;H0Y8J7;D6RFJ3	EIF4E	P06730	1	member	1:P06730:reviewed_human	0.002171
732	Q13541	EIF4EBP1	Q13541	1	member	1:Q13541:reviewed_human	0.000425
733	Q04637-8;E7EX73;E9PGM1;E7EUU4;Q04637-7;Q04637;Q04637-3;Q04637-6;Q04637-5;Q04637-4;Q04637-9;A0A0A0MR52;C9JF13;C9J6B6;C9K073;C9J2Z7;H7C0V6;H7C044;O43432-4;C9JSU8;C9JWW9;C9J556	EIF4G1	Q04637	1	member	1:Q04637:reviewed_human	0.006231
734	P55010;H0YLZ1;H0YN40;H0YMJ8;H0YM54;H0YK11;H0YK29	EIF5	P55010	1	member	1:P55010:reviewed_human	0.002615
735	P63241;P63241-2;I3L397;I3L504;Q6IS14;Q9GZV4;F8WCJ1;C9J7B5;C9J4W5	EIF5A;EIF5AL1	P63241	1	member	1:P63241:reviewed_human	0.049463
736	P56537;P56537-2;B7ZBH1	EIF6	P56537	1	member	1:P56537:reviewed_human	0.005218
737	P08246	ELANE	P08246	1	member	1:P08246:reviewed_human	0.000000
738	Q8IZ81;D6RBS5;D6RHX2;V9GY58	ELMOD2	Q8IZ81	1	member	1:Q8IZ81:reviewed_human	0.000596
739	Q8N766;Q8N766-4;Q8N766-3;Q8N766-2;H7C4E3	EMC1	Q8N766	1	member	1:Q8N766:reviewed_human	0.002224
740	Q9P0I2;Q9P0I2-2;S4R3U9;C9JLM9	EMC3	Q9P0I2	1	member	1:Q9P0I2:reviewed_human	0.000000
741	Q9BV81	EMC6	Q9BV81	1	member	1:Q9BV81:reviewed_human	0.000000
742	P50402;Q5HY57;F8WEQ1	EMD	P50402	1	member	1:P50402:reviewed_human	0.002801
743	O95834;O95834-3;K7EIK7;O95834-2;K7EII6;A0A0C4DGQ7;C9JRL6;K7ELB2;K7ERR2;K7EIM1;K7EQR0;K7ERY9;K7EKG3;K7EKU5	EML2	O95834	1	member	1:O95834:reviewed_human	0.000152
744	P54852;M0QZ66;M0R122;M0QXN1	EMP3	P54852	1	member	1:P54852:reviewed_human	0.000075
745	O94919	ENDOD1	O94919	1	member	1:O94919:reviewed_human	0.003229
746	P17813;P17813-2;F5GX88	ENG	P17813	1	member	1:P17813:reviewed_human	0.000025
747	P06733;P06733-2;K7EM90;K7ERS8	ENO1	P06733	1	member	1:P06733:reviewed_human	0.114421
748	P09104;P09104-2;F5H0C8;F5H1C3;P13929;P13929-3;P13929-2;U3KQP4;E5RGZ4;U3KQQ1;E5RI09;E5RG95;K7EPM1;K7EKN2;K7EP84;E5RJH5	ENO2	P09104	1	member	1:P09104:reviewed_human	0.004181
749	Q9UHY7;D6RA00;A0A087WTH0;Q9UHY7-2;A0A0C4DGY8	ENOPH1	Q9UHY7	1	member	1:Q9UHY7:reviewed_human	0.000482
750	Q7L5Y1;Q7L5Y1-4;Q7L5Y1-5;J3QL99;J3QSB6;R4GNF8;Q7L5Y1-2	ENOSF1	Q7L5Y1	1	member	1:Q7L5Y1:reviewed_human	0.000634
751	Q96N21;I3L3R3	ENTHD2	Q96N21	1	member	1:Q96N21:reviewed_human	0.000031
752	P11171;Q9H4G0;Q9H4G0-2;A0A0D9SG07;A0A0C4DH22;Q9H4G0-4;Q9H4G0-3;Q4VXN1;Q4VXN0;Q4VXN5	EPB41	P11171	1	member	1:P11171:reviewed_human	0.000000
753	P11171-2	EPB41	P11171	1	member_duplicate_entry	1:P11171:reviewed_human	0.275282
754	P11171-3	EPB41	P11171	1	member_duplicate_entry	1:P11171:reviewed_human	0.000000
755	P11171-4	EPB41	P11171	1	member_duplicate_entry	1:P11171:reviewed_human	0.000285
756	P11171-5	EPB41	P11171	1	member_duplicate_entry	1:P11171:reviewed_human	0.000000
757	Q4VB86	EPB41	P11171	gene	member_duplicate_entry	1:Q4VB86:unreviewed/9606; gene:EPB41:P11171	0.000022
758	E9PN54	EPB41L2	O43491	gene	member_via_gene	1:E9PN54:unreviewed/9606; gene:EPB41L2:O43491	0.000000
759	O43491-4;E9PHY5;O43491-3;E9PK52;E9PII3;O43491-2;I6L9B1;Q6R5J7;E9PQD2;E9PQN0;E9PRG1;E9PIG0;E9PJP4;J3QS55	EPB41L2	O43491	1	member_duplicate_entry	1:O43491:reviewed_human	0.000410
760	Q9Y2J2;Q9Y2J2-2;A0A0A0MRA8;B2RB02;Q9Y2J2-3;J3QS83;J3KT37	EPB41L3	Q9Y2J2	1	member	1:Q9Y2J2:reviewed_human	0.000000
761	Q9Y2J2-4	EPB41L3	Q9Y2J2	1	member_duplicate_entry	1:Q9Y2J2:reviewed_human	0.000000
762	P16452-2;P16452;P16452-3;F5H563;H3BTE6;H3BUR1;H3BPV8;P00488;H0Y4W5	EPB42	P16452	1	member	1:P16452:reviewed_human	0.437599
763	P54760;Q96L35;P54760-2;P54760-4;P54760-3;P54753;P54762;P54762-5;P29317;P29323;Q15375;P54764;Q9UF33;Q9UF33-2;P29323-2;J3KR66;B1AKC9;E9PG71;A0A0B4J1T8;Q9UF33-3;P54764-2;P29323-3;Q15375-2;Q15375-4	EPHB4	P54760	1	member	1:P54760:reviewed_human	0.000043
764	P07099;B1AQP9;B1AQP8	EPHX1	P07099	1	member	1:P07099:reviewed_human	0.000294
765	Q9Y6I3;Q9Y6I3-3;Q9Y6I3-1;O95208;O95208-2;D6R907;D6RBI9;K7EMP4;J3KSA6;J3KSC7;J3QLN2;F6PQP6;E9PBC1;I3L2B2;O95208-3	EPN1	Q9Y6I3	1	member	1:Q9Y6I3:reviewed_human	0.006608
766	Q9H201;D6RBR6;D6RFG3;D6REL6;I6L9I8;Q9H201-2	EPN3	Q9H201	1	member	1:Q9H201:reviewed_human	0.000000
767	P07814	EPRS	P07814	1	member	1:P07814:reviewed_human	0.000022
768	P42566;B1AUU8;P42566-2;S4R3U1	EPS15	P42566	1	member	1:P42566:reviewed_human	0.008906
769	Q9UBC2-2;Q9UBC2;M0R165;Q9UBC2-3;Q9UBC2-4;M0R2S2;M0R1V5;K7EJR2;M0R330;M0QX30;M0R3I1;M0QY01	EPS15L1	Q9UBC2	1	member	1:Q9UBC2:reviewed_human	0.004271
770	C9JAG1;A0A087WW58;Q9C0D9	EPT1	Q9C0D9	3	member_via_later_token	1:C9JAG1:unreviewed/9606; 2:A0A087WW58:?/?; 3:Q9C0D9:reviewed_human	0.000000
771	Q9NZ08;Q9NZ08-2;H0Y9X5;D6RAL9	ERAP1	Q9NZ08	1	member	1:Q9NZ08:reviewed_human	0.001485
772	Q6P179;D6RGW0;Q6P179-3	ERAP2	Q6P179	1	member	1:Q6P179:reviewed_human	0.000000
773	Q96RT1;Q96RT1-8;Q96RT1-7;Q96RT1-6;Q96RT1-4;Q96RT1-5;Q96RT1-3;Q96RT1-9;Q96RT1-2;B4DIP2	ERBB2IP	Q96RT1	1	member	1:Q96RT1:reviewed_human	0.006155
774	Q969X5;Q969X5-2;F2Z3Q5;F2Z2U2;Q969X5-3	ERGIC1	Q969X5	1	member	1:Q969X5:reviewed_human	0.000035
775	Q96RQ1;A0A087WU02;H0YI50;H0YI58;F8VPA6;F8W0R1;F8VUZ2;H0YHJ8;F8VR88;F8VRW9	ERGIC2	Q96RQ1	1	member	1:Q96RQ1:reviewed_human	0.126370
776	Q9Y282;H0Y621;H0Y5K5;Q9Y282-3;Q9Y282-2;A6PVJ2;A0A0C4DH46;H0Y802;H0Y6Z0	ERGIC3	Q9Y282	1	member	1:Q9Y282:reviewed_human	0.000090
777	O43414;F6UGJ8;F6QUN3;H0Y4B0;O43414-3;O43414-2	ERI3	O43414	1	member	1:O43414:reviewed_human	0.000000
778	O75477;B0QZ43	ERLIN1	O75477	1	member	1:O75477:reviewed_human	0.000000
779	O94905;E5RHW4;E5RJ09;O94905-2;O94905-3	ERLIN2	O94905	1	member	1:O94905:reviewed_human	0.000528
780	Q96PL5;X6R4N5	ERMAP	Q96PL5	1	member	1:Q96PL5:reviewed_human	0.004617
781	Q7Z2K6;E7ER77;A0A0C4DGF0;Q7Z2K6-2	ERMP1	Q7Z2K6	1	member	1:Q7Z2K6:reviewed_human	0.004494
782	P30040;F8VY02;F8W1G0;P30040-2	ERP29	P30040	1	member	1:P30040:reviewed_human	0.000999
783	Q9BS26	ERP44	Q9BS26	1	member	1:Q9BS26:reviewed_human	0.000999
784	P10768;X6RA14;H7BZT7;U3KQT1	ESD	P10768	1	member	1:P10768:reviewed_human	0.057217
785	Q9BSJ8;Q9BSJ8-2;F8VZB1	ESYT1	Q9BSJ8	1	member	1:Q9BSJ8:reviewed_human	0.000406
786	H7BXI1;A0FGR8-6;A0FGR8-2;A0FGR8;A0A087WXU3;A0FGR8-4;A0FGR8-5	ESYT2	A0FGR8	2	member_via_later_token	1:H7BXI1:unreviewed/9606; 2:A0FGR8:reviewed_human	0.000710
787	P62495;B7Z7P8;P62495-2;I3L492;D6RJE8;D6RCB3	ETF1	P62495	1	member	1:P62495:reviewed_human	0.000196
788	P13804;H0YL83;H0YK49;H0YNX6;H0YLU7;P13804-2	ETFA	P13804	1	member	1:P13804:reviewed_human	0.000012
789	Q92817;K7EKI0	EVPL	Q92817	1	member	1:Q92817:reviewed_human	0.000015
790	Q96KP1	EXOC2	Q96KP1	1	member	1:Q96KP1:reviewed_human	0.000000
791	O60645;D6RBR9;D6RB59;O60645-2;O60645-3	EXOC3	O60645	1	member	1:O60645:reviewed_human	0.000068
792	Q96A65;Q96A65-2	EXOC4	Q96A65	1	member	1:Q96A65:reviewed_human	0.000000
793	Q8NEV8;Q8NEV8-2	EXPH5	Q8NEV8	1	member	1:Q8NEV8:reviewed_human	0.000992
794	Q92800;A0A0A0MSY9;Q92800-5;Q92800-4;Q92800-3;Q92800-2	EZH1	Q92800	1	member	1:Q92800:reviewed_human	0.000000
795	P15311;E7EQR4	EZR	P15311	1	member	1:P15311:reviewed_human	0.003953
796	Q9Y624;A0A087WY82;Q9Y624-2	F11R	Q9Y624	1	member	1:Q9Y624:reviewed_human	0.000107
797	P23610	F8A1	P23610	1	member	1:P23610:reviewed_human	0.000000
798	Q01469;I6L8B7;A8MUU1	FABP5	Q01469	1	member	1:Q01469:reviewed_human	0.002559
799	Q13158	FADD	Q13158	1	member	1:Q13158:reviewed_human	0.000132
800	Q9UNN5;Q9UNN5-2;B1ANM7;B3KT28;REV__Q8WVM0	FAF1	Q9UNN5	1	member	1:Q9UNN5:reviewed_human	0.002537
801	Q96CS3;D6RBG6	FAF2	Q96CS3	1	member	1:Q96CS3:reviewed_human	0.000051
802	P16930;P16930-2;H0YLC7	FAH	P16930	1	member	1:P16930:reviewed_human	0.015865
803	Q96GK7;Q6P2I3;C9JGM0	FAHD2A;FAHD2B	Q96GK7	1	member	1:Q96GK7:reviewed_human	0.000070
804	Q9NRY5;E7ESJ7;I6L9D5;E5RGF9;E5RFK2;E5RHI8;E5RHP2;E5RK42;E5RH43;E5RIK7	FAM114A2	Q9NRY5	1	member	1:Q9NRY5:reviewed_human	0.004587
805	Q96EK7;A0A0D9SEJ5;F5GY05;Q96EK7-2	FAM120B	Q96EK7	1	member	1:Q96EK7:reviewed_human	0.000000
806	Q96TA1;Q96TA1-2	FAM129B	Q96TA1	1	member	1:Q96TA1:reviewed_human	0.000077
807	Q8NC44;H7C3D5;F8WE68;C9JIF3;F8WAL5	FAM134A	Q8NC44	1	member	1:Q8NC44:reviewed_human	0.000000
808	Q86VR2;K7ENZ6;K7EMF4;K7ELM8;K7EJ34;K7ENF4;K7EQI9;K7EPD0;K7EJ42;Q86VR2-2	FAM134C	Q86VR2	1	member	1:Q86VR2:reviewed_human	0.000080
809	Q15018	FAM175B	Q15018	1	member	1:Q15018:reviewed_human	0.000401
810	Q8NB25;H0YBC0;A0A0C4DGZ2;H0YBA5;A0A087X2A7;Q8NB25-3	FAM184A	Q8NB25	1	member	1:Q8NB25:reviewed_human	0.000000
811	Q9H8M7;X6R9S5;Q9H8M7-2;X6RC30;X6RC97	FAM188A	Q9H8M7	1	member	1:Q9H8M7:reviewed_human	0.000297
812	Q5JX71	FAM209A	Q5JX71	1	member	1:Q5JX71:reviewed_human	0.000370
813	O75063;X6RH03	FAM20B	O75063	1	member	1:O75063:reviewed_human	0.000000
814	Q8TBF2;Q8TBF2-5;J3QKK8;A0A0A0MRV4;J3KRV9;J3KPF6;J3KPF5;A0A0A0MT35;Q8TBF2-4;Q8TBF2-2;Q8TBF2-7;Q8TBF2-3;Q8TBF2-6;Q8TBF2-8	FAM213B	Q8TBF2	1	member	1:Q8TBF2:reviewed_human	0.000309
815	Q32MH5;H3BVB3;H0Y3Q9;Q32MH5-3	FAM214A	Q32MH5	1	member	1:Q32MH5:reviewed_human	0.000000
816	Q9NUQ9;E5RI16;Q9NUQ9-2;A0A087X178;E5RJE1;E5RIR8;E5RJL8;E5RGI7;Q9H0Q0;E5RK61;E5RFS4;E5RHU5;E5RK81;E5RH75	FAM49B	Q9NUQ9	1	member	1:Q9NUQ9:reviewed_human	0.001531
817	Q9H5X1;H0YKV4;Q9H5X1-2	FAM96A	Q9H5X1	1	member	1:Q9H5X1:reviewed_human	0.000669
818	K7ER00;K7EPH2;K7ERS0	FARSA	Q9Y285	gene	member_via_gene	1:K7ER00:unreviewed/9606; 2:K7EPH2:unreviewed/9606; 3:K7ERS0:unreviewed/9606; gene:FARSA:Q9Y285	0.000000
819	Q9Y285;Q9Y285-2;K7ER16;K7EK06	FARSA	Q9Y285	1	member_duplicate_entry	1:Q9Y285:reviewed_human	0.000714
820	Q9NSD9;Q9NSD9-2	FARSB	Q9NSD9	1	member	1:Q9NSD9:reviewed_human	0.004329
821	P25445;P25445-6;A0A087X1Z7;A0A0D9SEP1;H7C5Z8	FAS	P25445	1	member	1:P25445:reviewed_human	0.000026
822	P49327	FASN	P49327	1	member	1:P49327:reviewed_human	0.065797
823	Q53R41;Q53R41-2	FASTKD1	Q53R41	1	member	1:Q53R41:reviewed_human	0.000000
824	Q8TDW7;E9PQ73;Q8TDW7-3	FAT3	Q8TDW7	1	member	1:Q8TDW7:reviewed_human	0.000003
825	P62861;E9PR30	FAU	P62861	1	member	1:P62861:reviewed_human	0.000034
826	Q96IG2;J3KTA1;Q96IG2-2;J3QKL3;Q9UKC9;Q9UKC9-2	FBXL20	Q96IG2	1	member	1:Q96IG2:reviewed_human	0.000032
827	Q9Y3I1-2;Q9Y3I1;Q9Y3I1-3;A2A282	FBXO7	Q9Y3I1	1	member	1:Q9Y3I1:reviewed_human	0.035261
828	Q8N3Y1;Q8N3Y1-2	FBXW8	Q8N3Y1	1	member	1:Q8N3Y1:reviewed_human	0.000000
829	P55899;M0R0A9;M0R0K7;M0R0H0;M0R220;M0QYN1;M0QYN9	FCGRT	P55899	1	member	1:P55899:reviewed_human	0.000015
830	Q0JRZ9;Q0JRZ9-2;H7BXJ4;Q0JRZ9-3;H0YAE2	FCHO2	Q0JRZ9	1	member	1:Q0JRZ9:reviewed_human	0.000139
831	P14324;P14324-2;A0A087X090;A0A087WVN4;A0A087X1D8;A0A087WTP2	FDPS	P14324	1	member	1:P14324:reviewed_human	0.005445
832	P22830;P22830-2;K7ELX4;K7EJX5;K7EPN2;K7EKP7;K7EJM8	FECH	P22830	1	member	1:P22830:reviewed_human	0.000000
833	P16591;P16591-2	FER	P16591	1	member	1:P16591:reviewed_human	0.000000
834	A9Z1Z3-3;A9Z1Z3	FER1L4			no_reviewed_human_entry	1:A9Z1Z3:?/?; 2:A9Z1Z3:?/?; gene:FER1L4:unmapped	0.000103
835	Q86UX7;Q86UX7-2;F5H1C6;F5H3I6;H0YFT5	FERMT3	Q86UX7	1	member	1:Q86UX7:reviewed_human	0.010410
836	P02671;P02671-2;A0A087WUA0	FGA	P02671	1	member	1:P02671:reviewed_human	0.000038
837	P02675;D6REL8	FGB	P02675	1	member	1:P02675:reviewed_human	0.000111
838	Q6ZV73;F8VY01;Q6ZV73-2	FGD6	Q6ZV73	1	member	1:Q6ZV73:reviewed_human	0.000000
839	P02679;C9JEU5;C9JC84;P02679-2;C9JPQ9;C9JU00	FGG	P02679	1	member	1:P02679:reviewed_human	0.000000
840	P07954-2;P07954	FH	P07954	1	member	1:P07954:reviewed_human	0.011842
841	Q9Y613;J3KTH7;H3BVE7	FHOD1	Q9Y613	1	member	1:Q9Y613:reviewed_human	0.000047
842	O43427;O43427-2;E9PSD3;H0YCE7;E9PJW6	FIBP	O43427	1	member	1:O43427:reviewed_human	0.000000
843	Q92562;Q5JRV4;Q5TCS4;Q5TCS5	FIG4	Q92562	1	member	1:Q92562:reviewed_human	0.000000
844	Q9Y3D6	FIS1	Q9Y3D6	1	member	1:Q9Y3D6:reviewed_human	0.000190
845	Q5T1M5;A0A0A0MT60;Q5T1M5-2;X6RKW4;Q5T1M5-3	FKBP15	Q5T1M5	1	member	1:Q5T1M5:reviewed_human	0.000000
846	P62942;Q1JUQ5;Q5W0X3;A0A087WZM5;Q5VVH2;Q1JUQ3;A0A087WTS4;A0A087WV48	FKBP1A;FKBP12-Exip2	P62942	1	member	1:P62942:reviewed_human	0.010360
847	P26885;F5H0N4	FKBP2	P26885	1	member	1:P26885:reviewed_human	0.002104
848	Q00688;G3V5F2	FKBP3	Q00688	1	member	1:Q00688:reviewed_human	0.000541
849	Q02790;F5H1U3;F5H120;H0YFG2	FKBP4	Q02790	1	member	1:Q02790:reviewed_human	0.001232
850	P20930;CON__P20930	FLG	P20930	1	member	1:P20930:reviewed_human	0.000099
851	Q5D862;CON__Q5D862	FLG2	Q5D862	1	member	1:Q5D862:reviewed_human	0.000656
852	K7EP37;K7EP27	FLII	Q13045	gene	member_via_gene	1:K7EP37:unreviewed/9606; 2:K7EP27:unreviewed/9606; gene:FLII:Q13045	0.000000
853	P21333;P21333-2;Q5HY54;Q60FE5;A0A087WWY3;F8WE98;H0Y5C6;Q14315;H0Y5F3;Q14315-2;O75369;O75369-8;O75369-6;O75369-3;O75369-2;O75369-9;E7EN95;O75369-5;O75369-4;O75369-7	FLNA	P21333	1	member	1:P21333:reviewed_human	0.002255
854	O75955;O75955-2;A2AB09;A2AB10;A2AB12;A0A0G2JJQ6;A2AB13;A2AB11;A2ABJ5	FLOT1	O75955	1	member	1:O75955:reviewed_human	0.058883
855	J3QLD9;K7EKW9;K7EJ47;J3QKZ4	FLOT2	Q14254	gene	member_via_gene	1:J3QLD9:unreviewed/9606; 2:K7EKW9:unreviewed/9606; 3:K7EJ47:unreviewed/9606; 4:J3QKZ4:unreviewed/9606; gene:FLOT2:Q14254	0.000000
856	Q14254;E7EMK3	FLOT2	Q14254	1	member_duplicate_entry	1:Q14254:reviewed_human	0.105905
857	Q9NZU1	FLRT1	Q9NZU1	1	member	1:Q9NZU1:reviewed_human	0.001575
858	Q9H479	FN3K	Q9H479	1	member	1:Q9H479:reviewed_human	0.020543
859	Q9HA64;I3L139;I3L2G3;I3L378;I3L3W5;I3L2K8;I3L407	FN3KRP	Q9HA64	1	member	1:Q9HA64:reviewed_human	0.017842
860	Q5VW36;S4R400;S4R450;S4R3N8	FOCAD	Q5VW36	1	member	1:Q5VW36:reviewed_human	0.006640
861	Q9P2Q2;F8WAN4	FRMD4A	Q9P2Q2	1	member	1:Q9P2Q2:reviewed_human	0.000000
862	H0YKW6	FRMD5	Q7Z6J6	gene	member_via_gene	1:H0YKW6:unreviewed/9606; gene:FRMD5:Q7Z6J6	0.000000
863	O94915;D6RJI4;F2Z2S2;O94915-2	FRYL	O94915	1	member	1:O94915:reviewed_human	0.000000
864	Q5H9T9	FSCB	Q5H9T9	1	member	1:Q5H9T9:reviewed_human	0.003297
865	Q16658;C9JFC0;A0A0A0MSB2;C9JPH9	FSCN1	Q16658	1	member	1:Q16658:reviewed_human	0.013154
866	P02794;G3V192;G3V1D1;E9PRK8;E9PKY7;E9PPQ4;E9PQR3;E9PKM5;E9PK45;Q8N4E7	FTH1	P02794	1	member	1:P02794:reviewed_human	0.004175
867	P02792;A0A087X1B9	FTL	P02792	1	member	1:P02792:reviewed_human	0.000990
868	Q8N0W3;Q8N0W3-2;J3KSP6;J3KTP6;I3L171;I3L1X0;I3L3J1;I3L106	FUK	Q8N0W3	1	member	1:Q8N0W3:reviewed_human	0.001215
869	Q10981;E7EW73;Q10981-2	FUT2	Q10981	1	member	1:Q10981:reviewed_human	0.000000
870	P06241;P06241-2;P06241-3;P06239;E5RK23;E5RFM4;E5RHF7;E5RGM6;E5RI25;E5RFM0;E5RGT0;E5RH71;E5RIX5;E5RFS5;Q573B4;P06239-3	FYN	P06241	1	member	1:P06241:reviewed_human	0.000000
871	Q13283;E5RH00;E5RI46;E5RIF8;E5RH42;E5RIZ6;E5RJU8;Q13283-2	G3BP1	Q13283	1	member	1:Q13283:reviewed_human	0.001996
872	Q9UN86;Q9UN86-2	G3BP2	Q9UN86	1	member	1:Q9UN86:reviewed_human	0.000000
873	P11413;P11413-2;P11413-3;E7EUI8;E9PD92;E7EM57	G6PD	P11413	1	member	1:P11413:reviewed_human	0.018927
874	O95166	GABARAP	O95166	1	member	1:O95166:reviewed_human	0.000000
875	Q9H0R8;F5GZY7;Q9H0R8-2;H6UMI1;F5GX12;F5H007;G3V1T7	GABARAPL1;GABARAP	Q9H0R8	1	member	1:Q9H0R8:reviewed_human	0.000083
876	P60520;H3BSM5;H3BQ50;H3BU36	GABARAPL2	P60520	1	member	1:P60520:reviewed_human	0.001614
877	O14976;O14976-2;A0A087X1U9;D6RAW3;H0Y8H5;D6RF16;D6RC24;D6RAQ7;D6RE78	GAK	O14976	1	member	1:O14976:reviewed_human	0.000362
878	Q14376;Q5QPP3;Q5QPP4;Q14376-2;Q5QPP9;Q5QPP1;A0A0E3D6K8	GALE	Q14376	1	member	1:Q14376:reviewed_human	0.000441
879	P51570;K7ERJ9;P51570-2	GALK1	P51570	1	member	1:P51570:reviewed_human	0.000101
880	Q10471;Q10471-2	GALNT2	Q10471	1	member	1:Q10471:reviewed_human	0.001381
881	Q8N4A0;F8VUJ3;Q8N4A0-2;Q8IXK2	GALNT4;POC1B-GALNT4	Q8N4A0	1	member	1:Q8N4A0:reviewed_human	0.000024
882	Q8NCL4;S4R3M3;S4R3A9;S4R3S5;S4R345	GALNT6	Q8NCL4	1	member	1:Q8NCL4:reviewed_human	0.000002
